,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,39.5,0.5,4.33,1.25,12.0,0.0,lying
1,39.5,0.5,7.0,0.0,12.33,0.47,lying
2,39.5,0.5,6.33,2.49,11.75,0.43,lying
3,39.67,0.47,8.75,1.3,12.67,0.47,lying
4,39.5,0.5,5.0,0.71,11.75,0.43,lying
5,39.5,0.5,7.5,1.66,11.5,0.5,lying
6,39.67,0.47,6.25,2.38,9.0,0.0,lying
7,39.33,0.47,6.33,0.47,9.0,1.87,lying
8,39.33,0.47,7.33,2.62,11.0,0.71,lying
9,39.5,0.5,11.0,1.22,11.0,1.0,lying
10,39.5,0.5,8.0,0.71,10.0,1.22,lying
11,39.5,0.5,9.25,0.43,7.75,0.43,lying
12,39.5,0.5,6.67,0.47,8.67,0.47,lying
13,39.33,0.47,5.0,1.0,9.33,0.47,lying
14,39.5,0.5,3.75,0.83,10.5,0.5,lying
15,40.0,1.0,2.33,0.47,10.0,0.82,lying
16,39.5,0.5,5.0,0.0,9.67,0.47,lying
17,40.0,0.0,5.75,0.43,10.0,0.0,lying
18,39.33,0.47,5.0,0.0,9.5,0.5,lying
19,39.5,0.5,5.25,0.43,9.5,0.5,lying
20,39.33,0.47,6.0,0.0,9.5,0.5,lying
21,39.5,0.5,6.0,0.0,8.75,0.43,lying
22,39.5,0.5,6.25,0.43,8.5,0.5,lying
23,39.75,0.43,6.25,0.43,8.25,0.43,lying
24,39.5,0.5,7.25,0.43,8.25,0.43,lying
25,39.5,0.5,8.0,0.0,8.5,0.5,lying
26,39.5,0.5,6.75,0.83,8.5,0.5,lying
27,39.5,0.5,6.0,0.0,8.75,0.43,lying
28,39.5,0.5,6.25,0.43,8.5,0.5,lying
29,39.5,0.5,6.75,0.43,8.5,0.5,lying
30,39.33,0.47,6.67,0.47,8.5,0.5,lying
31,39.75,0.43,7.0,0.0,8.5,0.5,lying
32,39.75,0.43,7.0,0.0,8.5,0.5,lying
33,39.67,0.47,8.33,0.47,8.5,0.5,lying
34,39.4,0.49,7.6,0.49,8.5,0.76,lying
35,39.5,0.5,5.75,0.83,11.0,1.22,lying
36,39.5,0.5,4.0,0.0,11.67,0.47,lying
37,39.5,0.5,4.75,0.43,12.0,0.0,lying
38,39.67,0.47,5.0,0.0,12.0,0.0,lying
39,39.5,0.5,5.25,0.83,11.5,0.5,lying
40,39.5,0.5,5.5,0.5,11.5,0.5,lying
41,39.67,0.47,5.25,0.83,11.33,0.47,lying
42,39.5,0.5,6.5,0.87,10.0,1.0,lying
43,39.33,0.47,4.0,0.0,10.0,0.0,lying
44,39.5,0.5,5.75,0.43,9.5,0.87,lying
45,39.5,0.5,3.75,0.83,9.5,1.12,lying
46,39.5,0.5,2.75,0.43,9.5,0.5,lying
47,39.5,0.5,2.0,0.0,9.0,0.0,lying
48,39.5,0.5,1.25,0.43,9.0,0.0,lying
49,39.67,0.47,2.75,0.83,10.0,0.82,lying
50,39.33,0.47,6.5,0.5,9.67,0.47,lying
51,39.5,0.5,7.75,0.43,9.25,0.43,lying
52,39.5,0.5,7.5,0.5,9.25,0.83,lying
53,39.5,0.5,6.25,0.43,9.75,0.43,lying
54,39.5,0.5,6.5,0.5,10.75,0.43,lying
55,39.67,0.47,5.5,0.5,11.67,0.47,lying
56,39.5,0.5,5.25,0.43,11.0,1.0,lying
57,39.67,0.47,5.5,0.5,11.67,0.47,lying
58,39.5,0.5,6.0,0.0,11.5,0.5,lying
59,39.0,0.0,6.0,0.0,11.25,0.43,lying
60,39.5,0.5,6.5,0.5,11.0,1.0,lying
61,40.0,0.0,6.67,0.47,11.5,0.5,lying
62,39.67,0.47,6.5,0.5,11.0,0.82,lying
63,39.5,0.5,8.0,0.0,10.75,0.83,lying
64,39.5,0.5,7.5,0.5,11.0,0.71,lying
65,39.5,0.5,7.25,0.43,11.0,0.71,lying
66,39.5,0.5,7.0,0.0,11.25,0.83,lying
67,39.5,0.5,6.25,0.43,11.0,1.0,lying
68,39.5,0.5,6.0,0.0,11.5,0.5,lying
69,39.5,0.5,6.0,0.0,10.75,0.43,lying
70,39.5,0.5,6.0,0.0,11.25,0.83,lying
71,39.75,0.43,6.75,0.43,11.25,0.83,lying
72,39.5,0.5,6.25,0.43,11.5,0.5,lying
