,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,39.67,0.47,6.0,0.82,16.0,1.0,lying
1,39.5,0.5,4.5,1.12,17.75,0.43,lying
2,39.67,0.47,4.5,1.12,18.33,0.47,lying
3,39.5,0.5,4.5,2.06,17.5,0.5,lying
4,39.33,0.47,5.33,0.47,17.0,0.71,lying
5,39.5,0.5,5.0,2.0,15.0,0.0,lying
6,39.67,0.47,4.67,2.62,16.67,1.25,lying
7,39.67,0.47,7.5,1.8,16.67,1.25,lying
8,39.25,0.43,9.0,0.0,17.0,0.71,lying
9,39.5,0.5,8.0,0.82,14.75,0.43,lying
10,39.33,0.47,6.5,3.04,16.33,1.25,lying
11,39.25,0.43,8.0,0.82,15.33,0.47,lying
12,39.67,0.47,6.5,1.12,17.0,1.41,lying
13,39.5,0.5,3.5,0.5,16.0,1.0,lying
14,39.5,0.5,4.5,2.5,14.33,0.94,lying
15,39.25,0.43,4.33,1.25,16.25,1.64,lying
16,39.0,0.0,2.0,0.0,18.25,1.09,lying
17,39.5,0.5,4.5,1.5,16.5,0.87,lying
18,39.25,0.43,4.75,1.79,17.0,1.22,lying
19,39.67,0.47,1.67,0.94,15.67,1.25,lying
20,39.5,0.5,3.0,0.0,15.5,2.29,lying
21,39.5,0.5,8.75,0.83,12.5,1.12,lying
22,39.5,0.5,4.67,3.3,13.75,1.09,lying
23,39.25,0.43,6.0,3.27,11.25,0.43,lying
24,39.25,0.43,13.67,1.25,8.33,0.94,lying
25,39.5,0.5,13.67,0.94,9.5,0.5,lying
26,39.33,0.47,14.75,0.43,5.0,1.0,lying
27,40.67,1.25,13.33,1.25,5.67,1.7,lying
28,41.75,0.43,12.0,0.0,7.25,0.43,lying
29,47.5,4.33,12.75,1.3,9.75,1.48,lying
30,56.25,0.83,18.25,0.83,13.5,1.5,lying
31,51.75,2.17,15.67,3.3,12.33,1.89,lying
32,52.25,1.92,16.75,2.28,13.0,3.32,lying
33,53.75,0.43,16.0,0.71,11.0,2.74,lying
34,53.0,0.71,13.25,1.09,12.75,0.83,lying
35,54.0,0.0,17.75,0.43,10.25,2.05,lying
36,53.33,0.47,14.0,2.74,6.67,2.49,lying
37,50.67,0.47,11.33,0.94,6.75,4.02,lying
38,49.75,1.09,11.5,2.69,5.5,0.5,lying
39,46.25,1.09,9.0,5.72,9.75,3.56,lying
40,44.75,0.43,10.75,3.27,13.75,0.83,lying
41,48.0,0.0,8.5,3.84,6.75,3.96,lying
42,47.0,0.71,15.0,0.0,10.25,2.05,lying
43,45.75,0.83,12.5,0.87,10.75,1.09,lying
44,45.5,0.5,10.33,1.7,9.25,1.79,lying
45,45.0,0.0,5.33,2.49,11.67,1.25,lying
46,45.25,0.43,2.0,1.0,12.67,0.47,lying
47,45.0,0.0,1.0,0.0,11.75,0.43,lying
48,45.0,0.0,2.75,1.48,11.0,1.22,lying
49,44.75,0.43,8.0,1.41,11.0,0.82,lying
50,44.5,0.5,9.5,0.5,9.75,0.43,lying
51,43.0,0.71,9.0,0.0,9.25,0.43,lying
52,42.67,0.47,8.75,0.43,11.33,0.47,lying
53,42.33,0.47,7.67,0.47,11.75,1.09,lying
54,42.0,0.0,9.0,0.0,12.5,0.5,lying
55,42.0,0.0,9.0,0.0,13.0,1.0,lying
56,42.5,0.5,9.25,0.43,14.0,1.0,lying
57,42.5,0.5,9.0,0.0,14.33,0.47,lying
58,42.25,0.43,9.75,0.43,14.25,0.83,lying
59,42.0,0.0,10.0,0.0,14.0,0.71,lying
60,42.25,0.43,9.75,0.83,13.5,1.12,lying
61,42.5,0.5,9.33,0.47,12.33,0.47,lying
62,42.67,0.47,9.5,0.5,12.0,0.0,lying
63,42.2,0.4,6.5,0.87,11.8,0.4,lying
64,42.0,0.0,6.0,0.82,12.33,0.47,lying
65,42.0,0.0,6.33,0.47,12.0,0.0,lying
66,42.25,0.43,8.75,0.43,13.25,0.83,lying
67,42.0,0.0,9.0,0.0,12.5,0.5,lying
68,42.25,0.43,9.0,0.0,12.0,0.0,lying
69,42.25,0.43,9.0,0.0,12.0,0.0,lying
70,42.5,0.5,8.25,0.43,11.25,0.83,lying
71,42.0,0.0,7.5,0.5,11.0,1.0,lying
72,42.0,0.0,8.5,0.5,12.0,0.0,lying
73,42.0,0.0,9.0,0.0,12.0,0.0,lying
74,42.0,0.0,9.33,0.47,12.0,0.0,lying
75,42.0,0.0,8.25,0.83,12.25,0.43,lying
76,42.0,0.0,5.33,1.7,12.67,0.94,lying
77,42.4,0.49,4.4,2.33,12.0,0.0,lying
78,42.0,0.0,9.0,0.71,12.25,0.43,lying
79,42.25,0.43,8.75,2.77,11.5,1.5,lying
80,42.0,0.0,7.33,1.25,11.75,1.79,lying
81,42.25,0.43,10.75,1.09,7.25,3.03,lying
82,42.5,0.5,8.5,1.12,8.25,2.59,lying
83,42.25,0.43,9.5,0.87,9.0,3.0,lying
84,42.25,0.43,8.5,1.5,12.0,0.0,lying
85,42.0,0.0,4.0,1.0,10.67,1.25,lying
86,42.5,0.5,1.0,0.0,11.75,0.43,lying
87,42.0,0.0,0.0,0.0,12.75,0.83,lying
88,42.0,0.0,3.5,1.5,12.0,0.0,lying
89,42.0,0.0,4.0,1.58,12.25,0.43,lying
90,42.5,0.5,4.33,0.94,12.5,0.5,lying
91,42.0,0.0,3.0,0.0,11.25,1.3,lying
92,42.0,0.0,1.5,0.5,8.67,0.47,lying
93,42.0,0.0,3.75,1.3,8.75,1.09,lying
94,42.0,0.0,3.0,0.0,6.5,4.5,lying
95,42.25,0.43,5.33,0.94,11.5,0.87,lying
96,42.33,0.47,3.67,0.47,11.5,0.5,lying
97,42.25,0.43,2.67,1.25,10.75,0.43,lying
98,42.25,0.43,2.0,0.0,12.0,1.41,lying
99,42.25,0.43,5.33,0.94,12.75,0.83,lying
100,42.25,0.43,4.33,1.25,12.5,0.87,lying
101,42.25,0.43,0.0,0.0,12.5,1.12,lying
102,42.0,0.0,0.0,0.0,13.0,1.22,lying
103,42.5,0.5,4.5,0.5,10.75,1.3,lying
104,42.0,0.0,2.33,0.47,9.0,0.0,lying
105,42.5,0.5,0.0,0.0,9.33,0.47,lying
106,42.0,0.0,0.0,0.0,10.0,0.82,lying
107,42.0,0.0,0.0,0.0,9.75,0.43,lying
108,42.0,0.0,0.0,0.0,10.5,1.12,lying
109,42.25,0.43,0.0,0.0,11.0,1.58,lying
110,42.25,0.43,1.33,0.47,10.33,0.94,lying
111,42.0,0.0,5.0,1.63,10.67,0.47,lying
112,42.0,0.0,5.0,2.16,12.67,0.94,lying
113,42.25,0.43,2.5,0.5,13.5,0.5,lying
114,42.0,0.0,1.0,0.0,13.0,1.22,lying
115,42.25,0.43,0.0,0.0,13.25,1.3,lying
116,42.0,0.0,2.0,0.0,13.0,1.22,lying
117,42.25,0.43,0.0,0.0,11.75,0.43,lying
118,42.25,0.43,1.0,0.0,12.33,0.47,lying
119,42.25,0.43,3.25,0.43,13.25,1.3,lying
120,42.25,0.43,6.0,0.82,13.33,1.25,lying
121,42.0,0.0,6.5,1.5,12.67,0.47,lying
122,42.2,0.4,4.25,1.48,10.75,2.28,lying
123,42.67,0.47,5.25,2.59,13.33,3.09,lying
124,42.0,0.0,3.0,0.0,10.0,1.41,lying
125,42.25,0.43,6.67,1.25,11.67,0.47,lying
126,42.25,0.43,6.67,1.25,11.67,0.47,lying
127,42.42,0.49,8.08,3.99,7.27,2.18,lying
128,42.42,0.49,8.08,3.99,7.27,2.18,lying
129,42.25,0.43,5.33,1.25,6.25,1.92,lying
130,42.25,0.43,4.5,1.12,6.5,2.29,lying
131,42.5,0.5,8.0,4.18,3.75,2.49,lying
132,42.25,0.43,8.0,0.0,7.0,0.0,lying
133,42.33,0.47,8.67,0.47,5.67,2.62,lying
134,42.25,0.43,4.5,2.69,3.0,2.45,lying
135,42.33,0.47,7.5,1.5,2.67,1.7,lying
136,42.0,0.0,4.75,2.05,1.5,0.5,lying
137,42.25,0.43,7.0,1.63,1.0,0.0,lying
138,42.5,0.5,4.33,1.7,0.0,0.0,lying
139,42.5,0.5,3.0,0.82,1.0,0.0,lying
140,42.33,0.47,7.0,1.0,3.5,0.5,lying
141,42.5,0.5,6.0,0.0,1.0,0.0,lying
142,42.5,0.5,4.5,1.5,3.0,2.0,lying
143,42.5,0.5,4.67,1.25,4.33,1.7,lying
144,42.5,0.5,2.5,1.5,8.0,1.41,lying
145,42.25,0.43,4.5,1.5,9.25,0.83,lying
146,42.0,0.0,6.5,0.5,12.0,0.0,lying
147,42.33,0.47,7.25,1.3,9.67,0.94,lying
148,42.0,0.0,4.5,1.12,9.67,0.47,lying
149,42.5,0.5,4.33,0.47,9.5,0.5,lying
150,42.5,0.5,5.0,0.71,10.0,0.82,lying
151,42.33,0.47,4.33,0.47,9.25,0.43,lying
152,42.25,0.43,4.67,0.47,9.0,0.0,lying
153,42.0,0.0,4.75,0.43,9.0,0.0,lying
154,42.5,0.5,4.25,0.43,9.75,0.83,lying
155,42.5,0.5,5.0,0.0,10.0,1.0,lying
156,42.5,0.5,5.0,0.71,10.5,1.12,lying
157,42.5,0.5,4.75,0.43,9.33,0.47,lying
158,42.5,0.5,5.0,0.0,10.5,1.12,lying
159,42.5,0.5,4.0,0.82,9.75,0.43,lying
160,42.5,0.5,3.0,0.82,10.0,1.0,lying
161,42.5,0.5,2.67,0.94,10.5,0.5,lying
162,42.67,0.47,3.0,0.71,10.0,0.82,lying
163,42.5,0.5,4.0,0.0,11.25,0.83,lying
164,42.25,0.43,5.5,0.5,11.0,0.0,lying
165,42.25,0.43,5.0,0.0,12.0,0.71,lying
166,42.0,0.0,4.33,0.94,11.5,0.5,lying
167,42.5,0.5,4.75,0.43,11.75,0.43,lying
168,42.0,0.0,4.75,0.43,11.75,0.43,lying
169,42.5,0.5,4.5,0.5,11.75,0.43,lying
170,42.0,0.0,5.75,0.43,11.67,0.47,lying
171,42.0,0.0,5.0,0.71,11.67,0.47,lying
172,42.0,0.0,5.33,0.47,11.67,0.47,lying
173,42.5,0.5,5.0,0.82,12.0,0.0,lying
174,42.25,0.43,3.5,0.87,12.0,0.0,lying
175,42.0,0.0,4.25,1.3,11.75,0.43,lying
176,42.0,0.0,6.25,0.83,11.33,0.47,lying
177,42.25,0.43,5.0,0.71,10.75,0.83,lying
178,42.5,0.5,6.0,1.22,11.25,0.43,lying
179,42.25,0.43,6.75,0.43,12.0,0.0,lying
180,42.33,0.47,4.5,0.5,12.0,0.0,lying
181,42.0,0.0,5.67,0.47,11.25,0.43,lying
182,42.0,0.0,4.25,1.64,11.5,0.5,lying
183,42.25,0.43,5.5,3.64,11.0,1.22,lying
184,42.25,0.43,6.33,2.05,11.75,0.43,lying
185,42.0,0.0,5.75,2.49,12.0,0.0,lying
186,42.0,0.0,5.0,4.32,11.75,0.43,lying
187,42.25,0.43,6.0,2.45,11.5,0.5,lying
188,42.25,0.43,5.33,2.62,12.2,0.4,lying
189,42.25,0.43,6.0,2.83,12.0,0.0,lying
190,42.0,0.0,7.33,2.36,12.0,0.0,lying
191,42.25,0.43,2.67,1.7,11.75,0.43,lying
192,42.0,0.0,2.0,0.0,12.0,0.0,lying
193,42.25,0.43,2.67,0.94,12.5,0.5,lying
194,42.25,0.43,5.0,1.41,12.0,0.0,lying
195,42.0,0.0,5.5,0.5,11.5,0.87,lying
196,42.0,0.0,7.33,1.25,12.25,0.43,lying
197,42.0,0.0,8.75,0.43,12.0,0.0,lying
198,42.25,0.43,8.75,0.43,12.0,0.0,lying
199,42.0,0.0,8.5,0.5,12.25,0.43,lying
200,42.0,0.0,8.5,0.5,12.0,0.0,lying
201,42.25,0.43,9.0,0.0,12.0,0.0,lying
202,42.5,0.5,9.0,0.0,12.0,0.0,lying
203,42.5,0.5,9.0,0.0,12.0,0.0,lying
204,42.0,0.0,8.75,0.43,12.0,0.0,lying
205,42.0,0.0,8.5,0.5,12.0,0.0,lying
206,42.25,0.43,8.0,0.0,12.0,0.0,lying
207,42.33,0.47,7.33,0.47,11.5,0.5,lying
208,42.25,0.43,6.75,0.43,11.5,0.5,lying
209,42.0,0.0,6.67,0.47,11.75,0.43,lying
210,42.0,0.0,8.5,0.87,11.75,0.43,lying
211,42.25,0.43,8.0,0.71,11.33,0.47,lying
212,42.5,0.5,7.5,0.5,11.0,1.22,lying
213,42.0,0.0,3.33,0.47,11.5,0.5,lying
214,42.25,0.43,5.67,2.05,11.25,0.43,lying
215,42.0,0.0,7.75,1.09,11.25,0.83,lying
216,42.25,0.43,7.67,0.47,11.0,0.82,lying
217,42.25,0.43,6.33,0.47,10.33,0.47,lying
218,42.0,0.0,4.75,0.43,10.0,0.82,lying
219,42.0,0.0,4.75,1.3,11.25,0.83,lying
220,42.67,0.47,7.5,1.12,12.0,0.0,lying
221,42.0,0.0,7.5,1.5,12.0,0.0,lying
222,42.25,0.43,7.25,0.43,12.0,0.0,lying
223,42.0,0.0,6.67,0.47,12.0,0.0,lying
224,42.0,0.0,7.67,0.94,12.33,0.47,lying
225,42.0,0.0,10.0,0.71,11.75,0.43,lying
226,43.25,1.3,10.0,0.71,10.0,1.87,lying
227,42.75,1.48,10.0,1.87,10.25,5.26,lying
228,45.0,0.71,12.0,0.71,8.5,5.72,lying
229,50.25,1.3,11.25,1.3,14.75,1.79,lying
230,51.0,0.0,12.33,0.47,13.67,0.94,lying
231,51.25,0.43,13.0,0.82,16.0,0.82,lying
232,52.25,0.43,12.0,0.0,16.75,1.09,lying
233,53.5,0.5,13.5,0.87,16.75,0.83,lying
234,54.0,0.0,13.0,0.82,17.75,0.43,lying
235,54.0,0.0,12.0,0.0,18.0,0.0,lying
236,54.0,0.0,12.25,0.43,18.33,0.47,lying
237,54.0,0.0,12.25,0.43,18.75,0.83,lying
238,54.0,0.0,12.5,0.5,20.25,0.83,lying
239,54.0,0.0,12.0,0.0,20.0,0.71,lying
240,54.0,0.0,12.0,0.0,19.25,0.43,lying
241,48.0,8.49,12.33,0.47,18.75,0.43,lying
242,54.0,0.0,13.25,1.09,18.5,0.87,lying
243,54.0,0.0,13.25,1.09,19.75,0.83,lying
244,54.0,0.0,12.75,0.83,20.5,0.5,lying
245,54.0,0.0,14.5,0.5,20.25,0.43,lying
246,54.0,0.0,14.5,0.5,19.5,0.87,lying
247,54.0,0.0,13.5,0.5,19.25,0.83,lying
248,54.0,0.0,14.75,0.43,20.0,0.71,lying
249,54.0,0.0,15.0,0.0,20.5,0.5,lying
250,54.0,0.0,14.75,0.43,20.25,0.43,lying
251,54.0,0.0,14.33,0.47,20.33,0.47,lying
252,54.0,0.0,14.0,0.0,20.5,0.5,lying
253,54.0,0.0,14.0,1.0,20.5,0.5,lying
254,54.0,0.0,14.75,0.43,20.67,0.47,lying
255,54.0,0.0,14.5,0.5,20.67,0.47,lying
256,54.0,0.0,14.25,0.83,20.75,0.43,lying
257,54.0,0.0,13.33,0.47,20.75,0.43,lying
258,54.0,0.0,12.75,0.43,20.5,0.5,lying
259,54.0,0.0,13.5,0.5,20.5,0.5,lying
260,54.0,0.0,13.5,0.87,20.5,0.5,lying
261,54.0,0.0,14.0,0.71,20.5,0.5,lying
262,54.0,0.0,13.5,0.5,20.5,0.5,lying
263,54.0,0.0,14.0,1.0,21.0,0.0,lying
264,54.0,0.0,14.67,0.47,20.67,0.47,lying
265,54.0,0.0,14.0,1.0,20.75,0.43,lying
266,54.0,0.0,12.75,0.43,20.67,0.47,lying
267,54.0,0.0,13.25,0.43,20.75,0.43,lying
268,54.0,0.0,13.5,0.5,20.5,0.5,lying
269,54.0,0.0,14.33,0.94,20.5,0.5,lying
270,54.0,0.0,14.25,0.83,20.5,0.5,lying
271,54.0,0.0,14.25,0.43,20.5,0.5,lying
272,54.0,0.0,14.5,0.5,21.0,0.0,lying
273,54.0,0.0,13.5,0.5,20.75,0.43,lying
274,54.0,0.0,13.0,0.0,20.67,0.47,lying
275,54.0,0.0,14.25,0.83,20.5,0.5,lying
276,54.0,0.0,14.0,0.82,20.33,0.47,lying
277,54.0,0.0,13.0,0.0,20.5,0.5,lying
278,54.0,0.0,13.5,0.5,20.75,0.43,lying
279,54.0,0.0,14.5,0.5,21.0,0.0,lying
280,54.0,0.0,14.5,0.5,20.67,0.47,lying
281,54.0,0.0,14.5,0.5,20.5,0.5,lying
282,54.0,0.0,14.5,0.5,20.5,0.5,lying
283,54.0,0.0,14.25,0.43,20.75,0.43,lying
284,54.0,0.0,13.67,0.94,20.5,0.5,lying
285,54.0,0.0,13.5,0.87,20.5,0.5,lying
286,54.0,0.0,14.0,1.22,21.0,0.0,lying
287,54.0,0.0,13.25,0.83,20.25,0.43,lying
288,54.0,0.0,13.25,0.43,18.75,0.43,lying
289,54.0,0.0,12.75,0.43,18.5,0.5,lying
290,54.0,0.0,12.33,0.47,18.0,0.0,lying
291,54.0,0.0,12.5,0.5,18.25,0.43,lying
292,54.0,0.0,12.5,0.5,18.5,0.5,lying
293,54.0,0.0,12.5,0.5,18.25,0.43,lying
294,54.0,0.0,12.75,0.43,18.33,0.47,lying
295,54.0,0.0,13.0,0.0,18.5,0.5,lying
296,54.0,0.0,13.0,0.71,18.5,0.5,lying
297,54.0,0.0,13.25,0.43,18.67,0.47,lying
298,54.0,0.0,12.5,0.5,18.25,0.43,lying
299,54.0,0.0,12.67,0.47,18.75,0.43,lying
300,54.0,0.0,12.25,0.43,18.5,0.5,lying
301,54.0,0.0,13.0,1.0,18.0,0.0,lying
302,54.0,0.0,13.75,0.83,18.5,0.5,lying
303,54.0,0.0,12.75,0.43,18.75,0.83,lying
304,54.0,0.0,13.33,0.94,19.33,0.47,lying
305,54.0,0.0,13.2,0.4,19.2,0.75,lying
306,54.0,0.0,12.75,0.83,18.5,0.5,lying
307,54.0,0.0,13.0,0.0,18.75,0.43,lying
308,54.0,0.0,13.33,1.25,19.0,0.82,lying
309,54.0,0.0,14.5,0.5,18.5,0.5,lying
310,54.0,0.0,12.5,0.5,18.0,0.0,lying
311,54.0,0.0,14.25,0.43,18.67,0.47,lying
312,54.0,0.0,13.33,1.25,18.75,0.83,lying
313,54.0,0.0,14.0,0.71,18.5,0.5,lying
314,54.0,0.0,12.75,0.83,18.0,0.0,lying
315,54.0,0.0,12.5,0.87,18.75,0.83,lying
316,54.0,0.0,13.5,0.5,19.5,0.5,lying
317,54.0,0.0,13.75,0.43,20.0,0.71,lying
318,54.0,0.0,13.75,0.43,19.25,0.43,lying
319,54.0,0.0,13.75,0.83,19.25,0.83,lying
320,54.0,0.0,13.25,0.43,19.5,0.5,lying
321,54.0,0.0,14.0,0.0,20.0,0.82,lying
322,54.0,0.0,12.8,1.17,20.6,0.49,lying
323,54.0,0.0,12.5,0.87,18.5,0.5,lying
324,54.0,0.0,13.0,0.0,16.0,1.0,lying
325,54.0,0.0,12.25,0.43,14.0,1.22,lying
326,54.0,0.0,10.5,1.12,15.0,0.0,lying
327,54.0,0.0,10.25,0.83,14.25,1.3,lying
328,54.0,0.0,11.75,0.43,14.0,1.22,lying
329,54.0,0.0,11.0,0.0,15.25,0.43,lying
330,54.0,0.0,11.25,0.83,14.5,0.5,lying
331,54.0,0.0,12.0,0.0,13.5,0.87,lying
332,54.0,0.0,12.0,0.0,13.75,1.09,lying
333,54.0,0.0,11.5,0.87,13.25,1.3,lying
334,54.0,0.0,10.75,2.17,12.25,0.43,lying
335,54.0,0.0,12.0,0.0,13.25,1.3,lying
336,54.0,0.0,11.5,0.5,14.5,1.12,lying
337,54.0,0.0,12.25,0.43,14.75,0.83,lying
338,54.0,0.0,12.0,0.0,14.67,0.47,lying
339,54.0,0.0,9.75,0.43,13.5,1.5,lying
340,54.0,0.0,11.0,1.0,13.67,0.47,lying
341,54.0,0.0,11.25,0.83,13.67,0.47,lying
342,54.0,0.0,12.0,0.0,15.5,1.66,lying
343,54.0,0.0,12.0,0.0,16.0,0.71,lying
344,54.0,0.0,12.0,0.0,15.5,0.5,lying
345,54.0,0.0,11.67,0.47,15.25,0.43,lying
346,54.0,0.0,12.0,0.0,16.0,0.71,lying
347,54.0,0.0,13.33,1.25,16.0,1.0,lying
348,54.0,0.0,10.33,2.36,15.5,0.87,lying
349,54.0,0.0,11.25,0.43,17.75,0.43,lying
350,54.0,0.0,12.0,0.0,15.5,0.87,lying
351,54.0,0.0,12.0,0.0,16.67,1.25,lying
352,54.0,0.0,10.75,1.3,14.67,0.47,lying
353,54.0,0.0,11.0,0.71,13.75,0.83,lying
354,54.0,0.0,12.0,0.71,14.5,1.12,lying
355,54.0,0.0,12.0,0.0,16.0,0.71,lying
356,54.0,0.0,12.0,0.0,16.0,0.71,lying
357,54.0,0.0,11.0,0.0,15.75,0.83,lying
358,54.0,0.0,10.0,1.0,15.5,0.87,lying
359,54.0,0.0,11.75,0.43,15.75,0.83,lying
360,54.0,0.0,12.0,0.0,15.75,0.43,lying
361,54.0,0.0,10.0,0.82,14.75,1.09,lying
362,54.0,0.0,10.5,0.87,17.5,0.87,lying
363,54.0,0.0,11.25,0.43,17.75,0.43,lying
364,54.0,0.0,11.33,0.94,18.0,0.0,lying
365,54.0,0.0,11.33,0.94,18.33,0.47,lying
366,54.0,0.0,12.0,0.0,18.0,0.0,lying
367,54.0,0.0,9.75,0.83,16.25,0.83,lying
368,54.0,0.0,10.75,1.09,17.0,1.22,lying
369,54.0,0.0,13.33,0.47,17.25,0.43,lying
370,54.0,0.0,12.25,0.43,16.75,0.43,lying
371,54.0,0.0,13.0,0.71,16.0,0.71,lying
372,54.0,0.0,12.5,0.5,15.75,0.83,lying
373,54.0,0.0,12.75,0.83,15.5,0.5,lying
374,54.0,0.0,13.25,0.43,16.5,1.12,lying
375,54.0,0.0,12.75,0.43,17.25,0.83,lying
376,54.0,0.0,12.25,0.43,17.75,0.43,lying
377,54.0,0.0,12.67,0.47,18.0,0.0,lying
378,54.0,0.0,13.5,0.87,17.75,0.43,lying
379,54.0,0.0,12.5,0.5,18.0,0.0,lying
380,54.0,0.0,12.5,0.5,18.0,0.0,lying
381,54.0,0.0,12.75,0.43,18.0,0.0,lying
382,54.0,0.0,12.33,0.47,18.5,0.5,lying
383,54.0,0.0,12.0,0.0,18.0,0.0,lying
384,54.0,0.0,12.0,0.0,18.0,0.0,lying
385,54.0,0.0,12.5,0.87,18.25,0.43,lying
386,54.0,0.0,13.25,0.83,18.25,0.43,lying
387,54.0,0.0,12.0,0.0,18.25,0.43,lying
388,54.0,0.0,12.5,0.87,18.25,0.43,lying
389,54.0,0.0,12.75,0.43,18.25,0.43,lying
390,54.0,0.0,13.0,0.0,18.33,0.47,lying
391,54.0,0.0,12.5,0.87,19.0,0.0,lying
392,54.0,0.0,12.75,0.83,18.25,0.43,lying
393,54.0,0.0,12.75,0.83,18.25,0.43,lying
394,54.0,0.0,12.25,0.43,18.0,0.0,lying
395,54.0,0.0,12.0,0.0,18.0,0.0,lying
396,54.0,0.0,12.0,0.0,18.0,0.0,lying
397,54.0,0.0,12.0,0.0,18.0,0.0,lying
398,54.0,0.0,12.5,0.87,18.0,0.0,lying
399,54.0,0.0,12.25,0.43,17.75,0.43,lying
400,54.0,0.0,12.0,0.0,18.0,0.0,lying
401,54.0,0.0,13.5,1.12,17.75,0.43,lying
402,54.0,0.0,13.25,0.83,16.5,0.5,lying
403,54.0,0.0,13.0,0.82,16.67,0.47,lying
404,54.0,0.0,12.0,0.0,17.67,0.47,lying
405,54.0,0.0,12.0,0.0,16.5,1.12,lying
406,54.0,0.0,12.25,0.43,17.25,0.83,lying
407,54.0,0.0,12.0,0.0,15.25,0.83,lying
