,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,41.5,0.87,19.75,1.3,10.25,2.86,standing
1,40.33,0.47,14.0,1.63,12.25,0.43,standing
2,40.25,0.83,7.0,0.0,10.5,0.5,standing
3,40.5,0.5,9.0,0.0,12.67,0.94,standing
4,40.5,0.5,14.5,2.29,14.25,0.83,standing
5,39.75,0.83,20.75,0.43,12.5,1.12,standing
6,39.33,0.47,17.33,0.94,10.33,0.94,standing
7,37.75,1.3,11.25,5.54,13.25,2.68,standing
8,36.75,0.83,13.75,1.3,11.33,2.49,standing
9,36.75,0.83,16.0,0.71,15.75,2.28,standing
10,36.25,0.43,17.5,0.5,13.25,3.34,standing
11,36.0,0.0,16.5,1.66,13.33,2.62,standing
12,36.25,0.43,12.0,2.45,16.25,1.3,standing
13,38.0,1.0,17.75,0.43,9.0,4.24,standing
14,38.0,1.0,19.67,1.25,10.33,1.25,standing
15,37.0,1.22,17.25,2.59,8.75,0.83,standing
16,36.0,0.0,12.67,0.47,7.5,3.2,standing
17,36.0,0.0,15.75,1.48,10.25,0.83,standing
18,38.33,0.47,20.0,1.22,18.67,1.7,standing
19,39.25,0.43,12.67,0.47,20.25,1.3,standing
20,41.4,0.8,13.25,0.83,12.25,2.28,standing
21,42.33,0.47,12.5,0.5,11.5,0.5,standing
22,42.25,0.43,14.0,0.71,10.25,0.83,standing
23,42.0,0.0,13.33,0.47,10.5,1.5,standing
24,42.0,0.0,12.0,0.0,13.5,1.5,standing
25,41.5,0.5,12.0,0.0,13.5,1.12,standing
26,41.5,0.5,12.0,0.0,13.0,0.71,standing
27,41.5,0.5,11.25,0.83,12.5,0.5,standing
28,41.75,0.43,10.25,1.09,12.0,0.0,standing
29,42.0,0.0,10.0,0.0,9.5,0.5,standing
30,42.0,0.0,9.0,0.71,10.0,0.71,standing
31,42.0,0.0,9.0,0.0,9.67,0.47,standing
32,42.0,0.0,7.75,1.48,11.25,1.3,standing
33,41.5,0.5,7.33,0.47,12.0,0.0,standing
34,41.75,0.43,9.0,0.71,11.5,1.12,standing
35,42.0,0.0,9.5,0.5,12.0,0.71,standing
36,42.0,0.0,9.75,0.43,11.0,1.0,standing
37,42.0,0.0,9.0,0.71,10.33,1.25,standing
38,42.0,0.0,10.0,0.82,10.67,1.25,standing
39,42.0,0.0,10.0,0.71,10.0,1.0,standing
40,42.0,0.0,11.25,0.43,12.5,1.12,standing
41,42.0,0.0,10.75,0.43,12.25,0.43,standing
42,42.0,0.0,10.67,0.94,12.25,1.09,standing
43,42.0,0.0,11.5,0.5,12.5,0.5,standing
44,42.0,0.0,10.75,0.83,10.75,1.09,standing
45,42.0,0.0,11.5,0.5,10.0,1.41,standing
46,42.0,0.0,10.5,1.12,9.0,1.22,standing
47,42.0,0.0,10.0,0.82,8.33,0.94,standing
48,42.0,0.0,9.5,0.87,10.75,1.09,standing
49,42.0,0.0,9.67,0.47,11.33,0.47,standing
50,42.0,0.0,10.5,1.12,11.67,0.47,standing
51,42.0,0.0,11.25,0.83,11.0,1.22,standing
52,42.0,0.0,10.0,0.82,9.75,0.83,standing
53,42.25,0.43,11.0,0.71,9.25,0.43,standing
54,42.0,0.0,12.0,0.0,9.0,0.71,standing
55,42.0,0.0,12.0,0.0,9.75,0.83,standing
56,42.0,0.0,12.0,0.0,9.67,0.94,standing
57,42.0,0.0,12.0,0.0,11.5,0.5,standing
58,42.0,0.0,11.75,0.43,9.67,0.47,standing
59,42.0,0.0,11.33,0.47,10.75,0.83,standing
60,42.0,0.0,12.0,0.0,11.25,0.83,standing
61,42.0,0.0,12.0,0.0,12.0,0.0,standing
62,42.0,0.0,12.0,0.0,12.25,1.09,standing
63,42.0,0.0,12.25,0.43,12.75,0.83,standing
64,42.0,0.0,12.0,0.0,14.25,0.83,standing
65,42.0,0.0,12.0,0.0,13.25,0.83,standing
66,42.0,0.0,12.5,0.5,15.5,1.66,standing
67,41.25,0.83,12.33,0.47,15.0,0.0,standing
68,41.0,1.0,12.25,0.43,14.75,0.43,standing
69,40.33,0.94,15.5,0.5,15.67,0.94,standing
70,40.5,0.5,16.25,1.3,18.5,1.8,standing
71,39.25,0.43,21.0,0.0,18.75,1.92,standing
72,37.5,1.12,19.75,1.3,13.25,1.09,standing
73,36.0,0.0,15.75,0.83,14.25,1.3,standing
74,36.0,0.0,16.33,1.25,8.0,3.67,standing
75,38.0,0.71,18.0,0.71,16.5,2.6,standing
