,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,46.5,0.5,11.5,0.5,20.33,0.94,standing
1,46.5,0.5,12.0,0.0,20.25,0.43,standing
2,46.5,0.5,12.0,0.0,20.5,0.5,standing
3,46.5,0.5,12.75,0.43,19.5,0.5,standing
4,46.5,0.5,13.25,0.43,18.75,0.43,standing
5,46.5,0.5,13.5,0.5,19.0,1.0,standing
6,46.5,0.5,13.25,0.43,19.0,0.71,standing
7,46.67,0.47,12.25,0.43,19.67,0.47,standing
8,46.5,0.5,12.0,0.0,19.5,0.5,standing
9,46.5,0.5,12.0,0.0,19.33,1.25,standing
10,46.5,0.5,12.0,0.0,20.0,0.82,standing
11,46.5,0.5,11.25,0.43,20.0,0.0,standing
12,46.67,0.47,11.0,0.0,20.33,0.47,standing
13,46.0,0.63,10.75,0.43,20.2,0.75,standing
14,46.67,0.47,11.0,0.0,20.67,0.47,standing
15,46.5,0.5,11.5,0.5,20.5,0.5,standing
16,46.33,0.47,12.0,0.0,20.5,0.5,standing
17,46.5,0.5,12.0,0.0,20.25,0.43,standing
18,46.25,0.43,12.0,0.0,20.25,0.83,standing
19,46.0,0.0,12.0,0.0,20.25,0.43,standing
20,46.5,0.5,12.0,0.0,18.33,0.47,standing
21,46.5,0.5,13.25,0.83,17.5,0.5,standing
22,46.5,0.5,13.25,0.83,13.5,1.5,standing
23,46.5,0.5,12.0,0.0,11.0,1.41,standing
24,46.5,0.5,11.0,0.0,10.25,1.48,standing
25,46.67,0.47,11.0,0.82,14.75,0.83,standing
26,46.25,0.83,16.33,1.25,20.0,1.41,standing
27,46.25,0.83,18.25,0.43,19.75,1.3,standing
28,46.0,0.82,18.75,0.43,18.67,0.94,standing
29,46.5,0.5,18.0,0.71,21.0,0.71,standing
30,46.4,0.49,12.0,1.87,19.4,1.36,standing
31,46.75,0.43,11.75,0.43,16.25,2.05,standing
32,47.0,0.0,12.0,0.0,13.0,0.0,standing
33,46.75,0.43,9.75,0.83,12.5,1.5,standing
34,46.5,0.5,11.0,1.58,16.5,1.12,standing
35,46.75,0.43,16.0,1.0,20.0,1.41,standing
36,46.33,0.47,18.0,0.0,22.0,0.71,standing
37,46.5,0.5,17.0,1.22,22.0,0.71,standing
38,47.0,0.0,13.0,1.41,19.25,1.3,standing
39,47.25,0.43,11.67,0.47,14.25,1.09,standing
40,47.0,0.0,11.67,0.47,7.75,2.49,standing
41,47.25,0.43,9.75,0.43,7.75,3.34,standing
42,47.0,0.71,11.0,1.22,13.5,2.96,standing
43,46.75,0.43,12.0,1.87,18.0,1.22,standing
44,46.5,0.5,16.0,0.82,21.0,0.82,standing
45,46.5,0.5,17.6,0.49,22.6,0.8,standing
46,46.5,0.5,15.0,0.82,20.67,0.47,standing
47,47.0,0.0,12.25,0.43,16.75,1.64,standing
48,46.75,0.43,16.5,1.12,14.75,1.3,standing
49,46.67,0.47,16.25,0.43,12.33,3.4,standing
50,45.5,0.5,12.75,2.49,17.0,0.71,standing
51,45.0,0.0,4.5,2.5,17.0,1.22,standing
52,45.0,0.0,15.5,2.5,17.75,1.09,standing
53,45.0,0.0,16.5,1.66,20.5,0.87,standing
54,46.5,0.5,13.75,1.48,20.25,1.3,standing
55,47.25,0.43,15.5,0.87,17.25,0.83,standing
56,47.5,0.5,16.75,1.09,16.0,2.55,standing
57,47.5,0.5,14.0,2.45,12.0,3.67,standing
58,47.5,0.5,12.5,2.5,11.25,0.83,standing
59,46.5,0.5,11.0,3.54,13.25,1.3,standing
60,46.0,1.0,6.5,3.64,18.25,2.17,standing
61,45.5,0.5,13.67,1.25,21.25,1.09,standing
62,45.5,0.5,14.0,1.0,22.0,0.71,standing
63,45.5,0.5,12.25,0.43,20.0,1.22,standing
64,46.0,0.0,4.67,1.25,17.0,1.22,standing
65,46.5,0.5,10.33,1.25,11.33,1.25,standing
66,46.5,0.5,8.25,1.3,15.25,0.83,standing
67,46.5,0.5,9.0,2.16,19.75,0.83,standing
68,46.0,0.71,14.75,0.43,20.5,0.87,standing
69,46.0,0.82,17.5,0.87,21.33,0.47,standing
70,45.5,0.5,18.0,0.0,20.75,0.43,standing
71,46.0,0.82,15.0,0.0,18.5,0.5,standing
72,46.5,0.5,8.75,3.96,17.0,1.22,standing
73,46.75,0.43,10.5,2.6,16.0,0.71,standing
74,46.5,0.5,11.5,2.18,16.75,0.43,standing
75,45.75,0.83,9.5,2.06,14.75,1.09,standing
76,45.25,0.43,12.25,0.43,17.75,0.43,standing
77,45.0,0.0,15.0,0.71,17.5,0.5,standing
78,45.0,0.0,13.75,1.3,17.25,1.3,standing
79,45.25,0.43,6.67,3.3,16.75,1.09,standing
80,46.25,0.43,2.0,0.0,14.75,0.43,standing
81,46.25,0.83,4.0,0.0,16.0,2.55,standing
82,45.5,0.5,14.0,0.82,19.5,0.87,standing
83,45.0,0.0,13.67,0.47,20.0,0.82,standing
84,45.0,0.0,11.67,0.47,19.33,0.47,standing
85,45.0,0.0,11.6,0.8,17.5,0.5,standing
86,45.0,0.0,11.75,0.43,17.75,0.43,standing
87,45.33,0.47,13.0,0.82,17.5,0.5,standing
88,45.75,0.83,12.0,0.0,19.25,0.83,standing
89,45.75,0.83,12.75,0.43,19.0,0.71,standing
90,45.0,0.0,12.0,0.0,19.25,0.83,standing
91,45.5,0.5,6.5,3.84,19.0,1.0,standing
92,47.0,0.71,11.25,1.3,17.5,0.87,standing
93,46.75,0.83,5.0,0.0,17.0,1.41,standing
94,46.0,0.71,11.33,1.7,18.25,0.43,standing
95,45.5,0.5,12.0,0.0,18.67,0.94,standing
96,46.25,0.43,12.0,0.0,21.25,0.43,standing
97,46.67,0.47,10.0,1.0,22.0,1.0,standing
98,46.5,0.5,3.5,0.5,22.25,0.43,standing
99,45.67,0.94,7.67,1.89,21.25,0.43,standing
100,45.33,0.47,12.0,0.0,20.0,1.0,standing
101,45.0,0.0,8.5,2.96,17.5,1.5,standing
102,45.75,0.43,4.33,3.4,17.0,0.71,standing
103,46.5,0.5,11.0,0.82,16.25,0.83,standing
104,46.5,0.5,11.5,0.87,15.5,0.87,standing
105,45.75,0.83,6.0,0.0,17.25,0.83,standing
106,45.0,0.0,11.0,1.0,19.25,0.83,standing
107,45.0,0.0,12.5,0.5,18.0,0.0,standing
108,45.0,0.0,12.0,0.0,18.5,0.5,standing
109,45.0,0.0,12.33,0.47,19.33,1.25,standing
110,45.75,0.43,12.5,0.5,20.5,0.87,standing
111,46.75,0.43,9.5,2.5,18.0,0.0,standing
112,47.0,0.0,14.0,0.71,17.25,1.48,standing
113,47.0,0.0,13.0,1.0,17.25,0.83,standing
114,46.67,0.47,6.67,4.11,19.0,1.41,standing
115,46.5,0.5,12.5,0.5,19.75,0.83,standing
116,45.25,0.43,12.25,0.43,17.5,0.87,standing
117,45.0,0.0,12.0,0.0,17.75,1.48,standing
118,45.5,0.5,10.75,2.17,19.75,0.43,standing
119,45.75,0.43,10.0,5.79,15.5,0.5,standing
120,47.25,0.43,13.33,1.25,17.25,0.83,standing
121,47.5,0.5,11.75,1.09,17.0,0.71,standing
122,46.0,0.71,8.0,0.82,13.75,1.3,standing
123,45.75,0.43,8.0,0.71,15.0,1.41,standing
124,46.5,0.5,2.67,1.7,15.5,0.5,standing
125,46.75,0.43,7.0,0.0,14.67,1.25,standing
126,46.5,0.5,4.0,2.0,16.25,0.43,standing
127,46.5,0.5,2.0,0.0,18.0,0.0,standing
128,45.33,0.47,8.0,0.0,19.67,1.25,standing
129,45.0,0.0,6.33,2.05,18.75,1.3,standing
130,45.0,0.0,6.0,1.63,18.25,0.43,standing
131,45.0,0.0,6.5,0.5,16.5,1.5,standing
132,46.5,0.5,7.0,3.74,13.0,1.0,standing
133,47.0,0.0,12.0,0.71,12.0,2.12,standing
134,47.0,0.71,8.5,2.5,16.25,1.48,standing
135,46.25,0.83,11.75,0.43,20.0,1.22,standing
136,45.25,0.43,11.75,0.43,15.5,1.66,standing
137,45.0,0.0,11.5,0.5,15.0,1.87,standing
138,45.5,0.5,12.5,0.5,20.25,1.3,standing
139,46.5,0.5,8.67,0.47,19.33,1.25,standing
140,47.5,0.5,13.0,1.41,13.67,1.25,standing
141,47.67,0.47,14.25,0.83,11.67,0.47,standing
142,47.5,0.5,11.0,1.22,12.0,2.45,standing
143,47.33,0.47,4.0,1.63,16.25,2.28,standing
144,47.2,0.75,10.4,2.06,19.5,0.5,standing
145,45.67,0.47,13.33,0.47,17.75,0.83,standing
146,45.5,0.5,12.0,0.0,16.0,1.22,standing
147,45.67,0.47,10.75,1.3,20.0,1.73,standing
148,46.75,0.43,7.25,1.79,19.5,1.5,standing
149,47.25,0.43,15.0,2.24,15.0,0.71,standing
150,47.5,0.5,16.0,0.82,14.25,1.79,standing
151,47.5,0.5,14.25,0.43,14.75,1.09,standing
152,47.25,0.43,15.67,0.47,14.67,0.47,standing
153,47.5,0.5,12.5,2.5,17.67,0.47,standing
154,46.5,1.12,12.0,0.0,19.0,0.71,standing
155,45.33,0.47,11.33,0.94,17.0,0.82,standing
156,45.0,0.0,12.0,0.0,18.75,1.48,standing
157,46.5,0.5,9.75,1.79,18.5,1.66,standing
158,47.25,0.43,14.25,1.3,13.5,1.12,standing
159,47.5,0.5,13.25,1.09,12.25,0.43,standing
160,47.5,0.5,12.5,0.5,12.5,0.87,standing
161,47.5,0.5,9.25,3.27,15.25,1.79,standing
162,47.5,0.5,10.5,1.66,20.0,1.22,standing
163,46.75,0.43,13.0,0.71,19.5,0.87,standing
164,46.5,0.5,13.75,0.43,18.25,0.43,standing
165,46.75,0.43,13.0,0.71,20.5,0.87,standing
166,47.5,0.5,6.0,2.55,19.75,1.3,standing
167,47.75,0.43,12.5,2.69,13.25,1.3,standing
168,48.0,0.0,16.25,0.43,12.75,1.3,standing
169,48.0,0.0,15.5,0.5,12.25,0.43,standing
170,47.5,0.5,13.0,1.41,15.0,2.12,standing
171,46.5,0.5,9.5,1.5,19.67,1.25,standing
172,45.25,0.43,12.5,0.5,18.5,0.87,standing
173,45.0,0.0,12.25,0.43,17.5,0.87,standing
