,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,23.75,0.43,24.0,0.0,24.67,0.47,bending2
1,22.67,0.94,24.0,0.0,24.67,0.94,bending2
2,21.33,0.47,24.0,0.0,24.75,0.83,bending2
3,21.0,0.0,24.0,0.0,25.25,1.09,bending2
4,23.0,0.71,23.75,0.43,24.75,0.83,bending2
5,24.33,0.47,24.0,0.0,24.25,0.43,bending2
6,23.75,1.09,24.25,0.43,24.75,0.83,bending2
7,21.75,0.43,24.0,0.0,24.75,0.43,bending2
8,20.25,0.43,24.5,0.5,25.75,0.83,bending2
9,19.0,0.71,24.25,0.43,25.75,1.3,bending2
10,17.5,0.87,24.25,0.43,25.0,1.0,bending2
11,15.75,1.3,24.75,0.43,25.0,1.0,bending2
12,14.0,1.22,24.25,0.43,25.0,0.71,bending2
13,15.0,0.71,24.75,0.83,25.75,0.83,bending2
14,15.0,4.06,24.0,0.71,26.25,0.83,bending2
15,20.75,1.64,22.0,1.41,26.67,0.47,bending2
16,19.0,2.35,21.5,1.12,26.25,0.83,bending2
17,17.25,4.92,23.8,0.4,26.4,0.8,bending2
18,18.5,4.82,23.0,0.71,26.25,1.3,bending2
19,17.5,1.8,22.25,0.83,26.0,1.22,bending2
20,14.0,1.87,23.67,0.47,25.0,0.82,bending2
21,19.0,1.63,21.0,0.0,25.33,0.47,bending2
22,21.0,0.71,20.75,0.43,24.75,0.83,bending2
23,21.0,1.22,21.0,0.0,25.0,0.71,bending2
24,21.33,0.47,22.33,0.94,25.25,0.43,bending2
25,22.0,0.71,21.0,0.71,26.5,0.5,bending2
26,23.5,0.5,20.75,0.43,26.5,0.5,bending2
27,24.75,0.43,21.75,0.83,26.25,0.83,bending2
28,22.25,1.79,22.0,0.0,26.5,0.87,bending2
29,20.5,0.5,21.5,0.5,25.25,0.83,bending2
30,19.0,1.0,22.67,0.47,24.67,0.47,bending2
31,19.75,0.43,21.25,0.43,25.75,0.43,bending2
32,20.25,0.83,20.75,1.09,24.25,0.43,bending2
33,21.0,0.0,18.0,1.73,24.0,0.0,bending2
34,21.25,0.83,20.5,0.87,26.25,1.3,bending2
35,21.25,0.43,18.5,0.5,26.75,0.43,bending2
36,21.67,0.94,19.5,0.5,27.0,0.0,bending2
37,22.0,0.82,21.33,0.47,27.0,0.0,bending2
38,22.0,0.82,20.67,0.47,27.0,0.0,bending2
39,20.75,1.09,20.75,1.09,27.25,0.43,bending2
40,21.0,0.71,18.75,1.48,27.25,0.43,bending2
41,22.25,0.83,17.75,0.83,27.5,0.5,bending2
42,22.25,0.83,18.5,1.12,27.0,0.0,bending2
43,23.0,0.82,18.33,1.25,27.5,0.5,bending2
44,22.75,0.83,21.75,0.83,27.25,0.43,bending2
45,23.25,0.83,21.25,0.43,28.0,0.0,bending2
46,22.75,0.83,21.0,0.0,27.67,0.47,bending2
47,24.0,0.0,21.33,0.47,27.33,0.47,bending2
48,24.0,0.0,23.0,0.0,27.5,0.5,bending2
49,24.0,0.0,23.0,0.0,27.0,0.0,bending2
50,24.0,0.0,23.0,0.0,27.0,0.0,bending2
51,24.0,0.0,23.0,0.0,27.0,0.0,bending2
52,24.0,0.0,22.5,0.5,27.0,0.0,bending2
53,24.0,0.0,22.75,0.43,27.0,0.0,bending2
54,24.0,0.0,22.33,0.47,27.0,0.0,bending2
55,24.0,0.0,22.25,0.43,27.25,0.43,bending2
56,24.0,0.0,22.25,0.43,27.5,0.5,bending2
57,24.0,0.0,22.25,0.43,27.5,0.5,bending2
58,24.0,0.0,23.0,0.0,27.5,0.5,bending2
59,24.0,0.0,22.0,0.0,27.0,0.0,bending2
60,23.5,0.5,21.67,0.47,27.0,0.0,bending2
61,20.75,2.95,21.75,0.43,27.0,0.0,bending2
62,13.75,2.59,21.5,0.5,18.25,1.79,bending2
63,20.0,1.22,20.25,0.43,21.0,0.0,bending2
64,21.67,0.47,19.5,0.5,23.0,0.82,bending2
65,20.75,1.3,21.0,0.0,24.0,0.0,bending2
66,21.0,2.55,19.25,1.92,24.0,0.0,bending2
67,19.0,1.58,20.5,0.87,24.5,0.87,bending2
68,20.75,0.43,11.0,4.53,24.25,0.43,bending2
69,23.75,0.43,12.75,0.83,24.75,0.83,bending2
70,25.33,1.25,17.67,4.11,26.25,0.83,bending2
71,25.5,1.12,17.25,4.82,26.25,0.83,bending2
72,26.25,0.43,19.5,1.66,26.25,0.83,bending2
73,26.75,0.43,19.25,1.09,26.75,1.09,bending2
74,26.0,1.41,16.67,0.47,26.75,0.43,bending2
75,24.0,0.0,12.75,2.59,26.75,0.43,bending2
76,23.75,0.43,9.5,0.5,26.75,0.43,bending2
77,22.25,1.09,11.33,0.94,27.0,0.0,bending2
78,22.33,0.47,12.0,1.0,27.0,0.0,bending2
79,23.0,0.0,10.0,1.22,27.0,0.0,bending2
80,23.5,0.5,5.67,1.7,27.0,0.0,bending2
81,23.25,0.43,8.25,2.86,27.0,0.0,bending2
82,23.75,0.43,14.5,0.87,27.0,0.0,bending2
83,24.0,0.0,15.25,0.43,27.0,0.0,bending2
