,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,,,,,,,bending2
1,,,,,,,bending2
2,,,,,,,bending2
3,,,,,,,bending2
4,,,,,,,bending2
5,,,,,,,bending2
6,,,,,,,bending2
7,,,,,,,bending2
8,,,,,,,bending2
9,,,,,,,bending2
10,,,,,,,bending2
11,,,,,,,bending2
12,,,,,,,bending2
13,,,,,,,bending2
14,,,,,,,bending2
15,,,,,,,bending2
16,,,,,,,bending2
17,,,,,,,bending2
18,,,,,,,bending2
19,,,,,,,bending2
20,,,,,,,bending2
21,,,,,,,bending2
22,,,,,,,bending2
23,,,,,,,bending2
24,,,,,,,bending2
25,,,,,,,bending2
26,,,,,,,bending2
27,,,,,,,bending2
28,,,,,,,bending2
29,,,,,,,bending2
30,,,,,,,bending2
31,,,,,,,bending2
32,,,,,,,bending2
33,,,,,,,bending2
34,,,,,,,bending2
35,,,,,,,bending2
36,,,,,,,bending2
37,,,,,,,bending2
38,,,,,,,bending2
39,,,,,,,bending2
40,,,,,,,bending2
41,,,,,,,bending2
42,,,,,,,bending2
43,,,,,,,bending2
44,,,,,,,bending2
45,,,,,,,bending2
46,,,,,,,bending2
47,,,,,,,bending2
48,,,,,,,bending2
49,,,,,,,bending2
50,,,,,,,bending2
51,,,,,,,bending2
52,,,,,,,bending2
53,,,,,,,bending2
54,,,,,,,bending2
55,,,,,,,bending2
56,,,,,,,bending2
57,,,,,,,bending2
58,,,,,,,bending2
59,,,,,,,bending2
60,,,,,,,bending2
61,,,,,,,bending2
62,,,,,,,bending2
63,,,,,,,bending2
64,,,,,,,bending2
65,,,,,,,bending2
66,,,,,,,bending2
67,,,,,,,bending2
68,,,,,,,bending2
69,,,,,,,bending2
70,,,,,,,bending2
71,,,,,,,bending2
72,,,,,,,bending2
73,,,,,,,bending2
74,,,,,,,bending2
75,,,,,,,bending2
76,,,,,,,bending2
77,,,,,,,bending2
78,,,,,,,bending2
79,,,,,,,bending2
80,,,,,,,bending2
81,,,,,,,bending2
82,,,,,,,bending2
83,,,,,,,bending2
84,,,,,,,bending2
85,,,,,,,bending2
86,,,,,,,bending2
87,,,,,,,bending2
88,,,,,,,bending2
89,,,,,,,bending2
90,,,,,,,bending2
91,,,,,,,bending2
92,,,,,,,bending2
93,,,,,,,bending2
94,,,,,,,bending2
95,,,,,,,bending2
96,,,,,,,bending2
97,,,,,,,bending2
98,,,,,,,bending2
99,,,,,,,bending2
100,,,,,,,bending2
101,,,,,,,bending2
102,,,,,,,bending2
103,,,,,,,bending2
104,,,,,,,bending2
105,,,,,,,bending2
106,,,,,,,bending2
107,,,,,,,bending2
108,,,,,,,bending2
109,,,,,,,bending2
110,,,,,,,bending2
111,,,,,,,bending2
112,,,,,,,bending2
113,,,,,,,bending2
114,,,,,,,bending2
115,,,,,,,bending2
116,,,,,,,bending2
117,,,,,,,bending2
118,,,,,,,bending2
119,,,,,,,bending2
120,,,,,,,bending2
121,,,,,,,bending2
122,,,,,,,bending2
123,,,,,,,bending2
124,,,,,,,bending2
125,,,,,,,bending2
126,,,,,,,bending2
127,,,,,,,bending2
128,,,,,,,bending2
129,,,,,,,bending2
130,,,,,,,bending2
131,,,,,,,bending2
132,,,,,,,bending2
133,,,,,,,bending2
134,,,,,,,bending2
135,,,,,,,bending2
136,,,,,,,bending2
137,,,,,,,bending2
138,,,,,,,bending2
139,,,,,,,bending2
140,,,,,,,bending2
141,,,,,,,bending2
142,,,,,,,bending2
143,,,,,,,bending2
144,,,,,,,bending2
145,,,,,,,bending2
146,,,,,,,bending2
147,,,,,,,bending2
148,,,,,,,bending2
149,,,,,,,bending2
150,,,,,,,bending2
151,,,,,,,bending2
152,,,,,,,bending2
153,,,,,,,bending2
154,,,,,,,bending2
155,,,,,,,bending2
156,,,,,,,bending2
157,,,,,,,bending2
158,,,,,,,bending2
159,,,,,,,bending2
160,,,,,,,bending2
161,,,,,,,bending2
162,,,,,,,bending2
163,,,,,,,bending2
164,,,,,,,bending2
165,,,,,,,bending2
166,,,,,,,bending2
167,,,,,,,bending2
168,,,,,,,bending2
169,,,,,,,bending2
170,,,,,,,bending2
171,,,,,,,bending2
172,,,,,,,bending2
173,,,,,,,bending2
174,,,,,,,bending2
175,,,,,,,bending2
176,,,,,,,bending2
177,,,,,,,bending2
178,,,,,,,bending2
179,,,,,,,bending2
180,,,,,,,bending2
181,,,,,,,bending2
182,,,,,,,bending2
183,,,,,,,bending2
184,,,,,,,bending2
185,,,,,,,bending2
186,,,,,,,bending2
187,,,,,,,bending2
188,,,,,,,bending2
189,,,,,,,bending2
190,,,,,,,bending2
191,,,,,,,bending2
192,,,,,,,bending2
193,,,,,,,bending2
194,,,,,,,bending2
195,,,,,,,bending2
196,,,,,,,bending2
197,,,,,,,bending2
198,,,,,,,bending2
199,,,,,,,bending2
200,,,,,,,bending2
201,,,,,,,bending2
202,,,,,,,bending2
203,,,,,,,bending2
204,,,,,,,bending2
205,,,,,,,bending2
206,,,,,,,bending2
207,,,,,,,bending2
208,,,,,,,bending2
209,,,,,,,bending2
210,,,,,,,bending2
211,,,,,,,bending2
212,,,,,,,bending2
213,,,,,,,bending2
214,,,,,,,bending2
215,,,,,,,bending2
216,,,,,,,bending2
217,,,,,,,bending2
218,,,,,,,bending2
219,,,,,,,bending2
220,,,,,,,bending2
221,,,,,,,bending2
222,,,,,,,bending2
223,,,,,,,bending2
224,,,,,,,bending2
225,,,,,,,bending2
226,,,,,,,bending2
227,,,,,,,bending2
228,,,,,,,bending2
