,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,41.67,0.47,17.67,2.87,14.5,2.06,cycling
1,42.0,2.12,9.67,6.34,14.75,2.49,cycling
2,35.75,1.79,13.75,3.03,18.5,4.09,cycling
3,34.25,4.02,17.75,1.09,16.25,3.7,cycling
4,36.5,4.33,14.75,1.09,12.67,4.92,cycling
5,40.5,1.66,10.75,6.14,18.75,1.48,cycling
6,43.0,1.87,17.33,2.49,15.5,2.29,cycling
7,38.25,1.92,14.0,0.0,17.67,1.25,cycling
8,37.5,1.5,15.5,3.28,19.0,1.0,cycling
9,33.0,2.16,17.33,3.86,14.5,2.87,cycling
10,30.5,2.69,14.0,3.0,16.5,3.2,cycling
11,38.67,2.49,7.33,7.59,16.5,3.04,cycling
12,42.0,0.0,18.33,2.05,14.75,2.17,cycling
13,36.75,3.56,10.25,3.42,16.5,5.68,cycling
14,35.75,1.79,15.25,1.09,19.25,1.48,cycling
15,35.25,2.49,14.5,3.57,13.75,1.79,cycling
16,31.67,5.79,10.67,4.78,17.0,4.32,cycling
17,39.75,1.3,13.5,6.22,14.0,5.34,cycling
18,40.5,1.5,14.0,2.12,15.5,2.6,cycling
19,36.25,3.34,12.33,3.77,15.67,4.11,cycling
20,33.5,2.87,20.0,1.22,16.75,2.68,cycling
21,32.25,3.77,13.67,1.25,13.33,3.09,cycling
22,36.5,2.69,6.75,4.15,17.5,3.04,cycling
23,41.0,1.0,18.0,0.0,17.67,0.47,cycling
24,40.0,1.41,13.67,1.25,17.0,1.22,cycling
25,37.0,1.22,15.75,2.49,19.5,2.69,cycling
26,32.0,1.41,19.5,1.5,17.67,2.87,cycling
27,32.67,2.49,13.67,1.7,13.0,5.34,cycling
28,38.67,0.47,7.0,5.35,9.75,6.98,cycling
29,42.0,0.0,18.0,0.82,15.25,1.48,cycling
30,40.25,2.17,13.75,5.36,12.0,6.4,cycling
31,35.75,1.79,15.0,3.0,18.0,2.12,cycling
32,35.25,1.3,18.75,1.79,13.25,3.27,cycling
33,30.75,5.76,13.0,5.72,14.25,3.9,cycling
34,35.0,4.12,6.5,3.84,13.25,3.7,cycling
35,40.5,1.5,16.67,1.89,16.67,1.25,cycling
36,41.5,0.87,16.33,0.47,15.0,1.41,cycling
37,36.0,0.0,14.33,1.25,21.0,0.0,cycling
38,32.5,0.87,18.0,2.12,17.25,3.27,cycling
39,37.67,3.3,14.33,0.94,18.25,3.7,cycling
40,37.0,1.22,10.0,3.16,15.5,2.87,cycling
41,38.5,0.5,15.5,2.6,17.5,4.92,cycling
42,40.5,1.12,15.25,2.17,19.25,1.3,cycling
43,36.75,3.27,12.5,4.5,19.75,1.3,cycling
44,34.0,1.73,18.33,0.47,18.33,2.62,cycling
45,32.67,5.31,16.33,3.3,17.0,1.41,cycling
46,37.5,1.5,11.25,4.44,15.25,7.15,cycling
47,41.25,1.3,14.25,4.49,14.25,4.92,cycling
48,41.5,1.5,13.0,1.63,13.67,1.25,cycling
49,36.0,0.0,13.5,2.69,19.0,2.83,cycling
50,31.0,0.82,16.0,1.41,17.0,4.74,cycling
51,32.5,2.29,14.25,2.86,14.75,3.56,cycling
52,38.75,1.09,8.33,2.87,16.0,4.06,cycling
53,42.33,0.47,19.0,1.63,18.75,3.9,cycling
54,41.5,1.12,9.75,5.8,20.75,1.79,cycling
55,36.75,1.3,15.75,6.94,19.25,3.34,cycling
56,34.75,1.79,18.25,3.7,13.0,3.24,cycling
57,30.75,9.12,13.5,7.23,20.25,1.3,cycling
58,39.0,1.87,15.0,3.24,18.5,3.57,cycling
59,43.25,1.48,16.67,3.4,12.5,2.5,cycling
60,36.25,3.19,15.25,5.93,13.5,7.02,cycling
61,33.5,1.5,22.33,1.25,15.0,0.0,cycling
62,35.0,3.74,17.67,2.87,16.0,3.67,cycling
63,34.67,4.78,14.75,3.27,12.33,3.4,cycling
64,41.0,1.22,17.0,3.67,15.5,3.2,cycling
65,41.75,0.83,14.33,4.03,12.5,4.5,cycling
66,34.67,2.36,21.0,0.0,17.0,2.16,cycling
67,34.75,1.79,17.0,1.0,15.0,1.87,cycling
68,27.75,10.76,16.0,1.41,17.0,4.85,cycling
69,37.5,2.6,15.25,3.56,19.25,1.3,cycling
70,42.5,1.5,19.0,1.73,14.5,4.72,cycling
71,35.5,3.91,13.0,2.16,15.0,4.97,cycling
72,36.0,0.0,22.5,1.66,17.5,5.55,cycling
73,38.0,1.63,17.75,3.49,14.33,3.86,cycling
74,34.67,2.36,15.33,1.89,18.67,1.7,cycling
75,40.67,1.7,3.0,0.0,18.67,4.71,cycling
76,42.75,1.09,13.0,7.12,15.33,2.49,cycling
77,35.25,4.44,17.67,4.71,15.33,5.19,cycling
78,31.0,0.82,20.5,1.5,16.0,1.22,cycling
79,30.75,3.9,12.0,9.0,16.25,1.3,cycling
80,38.25,3.27,16.75,2.49,17.5,2.06,cycling
81,43.25,1.3,18.0,2.12,16.75,2.95,cycling
82,37.5,3.2,14.0,3.32,15.75,2.86,cycling
83,36.0,2.12,20.5,0.5,15.25,3.7,cycling
84,31.67,1.25,21.67,0.94,13.0,3.0,cycling
85,36.0,3.74,12.5,3.77,19.25,1.64,cycling
86,40.0,1.22,13.25,2.95,15.0,8.75,cycling
87,44.0,0.82,17.0,3.54,19.0,0.82,cycling
88,38.5,4.15,12.5,5.22,15.25,5.45,cycling
89,36.67,0.94,19.67,1.25,18.0,6.75,cycling
90,34.75,1.79,19.5,2.6,14.0,2.12,cycling
91,32.25,6.76,10.67,4.78,14.75,4.66,cycling
92,38.75,2.17,14.0,2.94,19.25,1.79,cycling
93,42.5,0.87,19.33,1.7,17.0,2.45,cycling
94,37.25,3.19,15.33,1.7,15.33,1.25,cycling
95,36.33,0.47,19.0,1.58,18.33,4.5,cycling
96,36.0,4.06,17.25,3.9,11.5,6.26,cycling
97,33.5,4.5,15.0,4.42,12.0,2.74,cycling
98,38.5,0.5,11.67,7.76,20.0,1.58,cycling
99,43.25,1.3,18.33,2.49,17.25,3.27,cycling
100,39.75,2.49,9.5,4.27,13.5,3.35,cycling
101,35.25,3.27,15.67,1.25,19.0,0.82,cycling
102,34.0,4.24,16.0,1.22,15.25,2.77,cycling
103,36.33,2.36,10.75,3.49,19.25,2.05,cycling
104,42.0,0.0,15.33,2.49,19.0,3.46,cycling
105,40.67,2.05,13.75,7.36,14.33,4.19,cycling
106,36.0,1.87,19.0,3.56,20.67,5.44,cycling
107,33.75,3.77,22.0,0.71,11.75,3.49,cycling
108,32.0,4.0,11.5,3.5,20.33,0.47,cycling
109,38.75,1.3,13.75,2.28,18.25,2.17,cycling
110,42.75,0.83,17.5,1.5,19.75,2.17,cycling
111,43.67,1.25,13.0,2.16,11.25,2.49,cycling
112,36.0,4.24,16.5,6.22,20.25,3.34,cycling
113,32.75,2.17,23.75,0.43,14.75,3.7,cycling
114,35.0,4.08,19.33,6.6,17.75,5.36,cycling
115,37.0,3.74,13.5,3.35,17.25,2.28,cycling
116,42.0,2.12,15.75,6.3,19.0,2.12,cycling
117,39.75,5.76,15.5,2.29,15.25,4.38,cycling
118,34.5,1.5,21.75,0.83,18.75,3.9,cycling
119,33.75,3.27,19.75,2.77,13.33,5.19,cycling
120,35.0,3.74,13.67,4.78,17.0,3.24,cycling
121,40.5,1.5,11.0,3.0,17.5,2.06,cycling
122,43.0,0.71,12.25,1.92,11.25,5.12,cycling
123,36.0,3.32,9.33,6.94,11.33,4.19,cycling
124,33.25,1.64,19.5,1.5,15.75,2.49,cycling
125,34.0,3.67,14.25,3.9,15.25,3.7,cycling
126,39.0,0.0,13.0,1.0,20.67,0.47,cycling
127,43.0,1.0,11.67,5.56,19.0,2.16,cycling
128,43.75,1.09,16.5,1.12,11.67,8.22,cycling
129,36.0,4.24,14.25,7.46,15.25,2.49,cycling
130,32.25,2.49,16.0,3.94,12.25,3.7,cycling
