,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,33.5,2.87,27.0,1.87,14.75,9.39,cycling
1,30.5,4.5,20.67,4.03,17.0,0.82,cycling
2,34.25,3.03,15.75,4.92,17.25,2.49,cycling
3,42.0,2.55,16.0,2.74,19.75,1.09,cycling
4,42.0,2.83,19.5,2.06,13.75,5.17,cycling
5,36.0,2.12,15.25,3.11,20.75,2.05,cycling
6,31.0,1.41,23.0,1.22,16.0,3.27,cycling
7,35.25,6.87,20.0,4.18,17.25,3.56,cycling
8,34.0,2.83,16.67,4.19,12.75,4.49,cycling
9,34.0,4.06,15.75,3.96,13.5,1.5,cycling
10,43.0,1.58,14.75,0.43,17.5,2.29,cycling
11,40.25,3.03,14.75,2.59,19.0,2.12,cycling
12,32.75,3.9,15.75,4.44,19.25,4.76,cycling
13,28.25,2.77,16.0,1.41,21.33,2.87,cycling
14,35.25,3.27,19.25,6.61,14.8,3.71,cycling
15,37.75,1.48,19.0,2.92,17.75,3.42,cycling
16,43.25,1.09,15.25,1.48,20.25,1.3,cycling
17,39.75,2.49,16.5,3.5,12.67,5.73,cycling
18,29.75,7.56,20.75,3.34,17.5,4.5,cycling
19,35.75,7.15,17.0,5.1,16.67,0.94,cycling
20,38.0,0.82,21.67,0.94,17.33,2.62,cycling
21,40.0,2.83,14.67,1.25,19.5,1.5,cycling
22,44.0,1.22,13.5,3.35,12.0,4.64,cycling
23,33.67,1.7,16.0,1.41,17.0,6.12,cycling
24,27.0,3.56,17.0,0.82,18.25,5.76,cycling
25,34.0,8.75,15.75,5.76,13.75,7.15,cycling
26,35.75,2.95,20.0,1.22,18.75,3.03,cycling
27,43.0,0.82,10.5,3.5,15.75,4.49,cycling
28,43.0,1.22,15.5,1.12,10.5,6.8,cycling
29,35.25,1.92,16.75,1.3,20.25,1.79,cycling
30,27.5,2.69,18.0,1.41,20.75,3.96,cycling
31,33.0,9.25,12.5,5.85,18.75,1.3,cycling
32,34.0,3.39,18.5,1.5,17.0,2.45,cycling
33,35.0,4.0,15.33,4.5,18.67,0.94,cycling
34,42.33,1.8,13.0,3.29,15.2,2.93,cycling
35,34.75,5.45,14.25,2.49,13.33,1.89,cycling
36,23.5,5.77,22.0,1.22,17.5,6.54,cycling
37,34.25,6.94,18.5,5.36,18.5,2.87,cycling
38,37.0,1.22,17.25,2.28,18.5,1.5,cycling
39,40.5,1.5,16.33,5.25,18.33,0.47,cycling
40,42.5,0.87,12.0,6.52,12.75,3.34,cycling
41,36.0,4.24,18.0,2.45,20.5,3.04,cycling
42,20.0,7.45,22.5,1.12,17.5,6.02,cycling
43,35.25,7.46,18.75,3.27,18.25,1.79,cycling
44,35.5,1.5,17.0,3.32,16.5,1.8,cycling
45,40.0,2.83,11.33,3.3,16.5,2.6,cycling
46,42.75,1.48,15.5,0.5,14.5,1.5,cycling
47,35.0,3.54,18.0,2.12,20.25,3.03,cycling
48,25.33,2.62,22.25,1.3,22.33,1.25,cycling
49,31.75,8.93,21.75,2.49,13.75,7.15,cycling
50,36.0,0.0,16.0,1.63,16.0,4.06,cycling
51,35.0,3.74,18.0,4.32,15.5,1.5,cycling
52,38.25,3.27,13.25,3.03,14.75,2.77,cycling
53,40.75,4.55,17.67,0.47,16.0,6.68,cycling
54,31.0,1.22,17.75,3.49,15.75,4.97,cycling
55,29.5,5.94,19.25,1.3,17.33,4.03,cycling
56,37.5,3.64,16.5,4.97,15.25,3.27,cycling
57,36.75,2.49,15.0,3.54,16.25,5.36,cycling
58,41.75,1.09,8.75,4.97,15.0,4.74,cycling
59,32.75,6.1,14.0,2.94,14.0,1.0,cycling
60,26.0,3.74,23.0,1.22,13.0,8.6,cycling
61,37.0,7.79,18.25,5.72,18.0,2.45,cycling
62,36.5,0.5,19.0,0.0,19.5,2.6,cycling
63,27.25,11.39,14.5,4.97,18.0,0.71,cycling
64,41.25,1.48,12.33,3.68,15.25,1.79,cycling
65,36.0,4.24,18.0,0.82,20.25,2.49,cycling
66,27.0,5.61,19.25,1.3,18.5,6.02,cycling
67,33.5,9.5,19.25,2.77,16.33,2.62,cycling
68,34.5,3.84,18.75,2.17,13.75,2.86,cycling
69,39.25,5.45,14.0,4.64,15.75,0.83,cycling
70,42.0,2.12,16.0,1.22,17.5,3.77,cycling
71,33.0,4.3,19.75,2.77,21.0,3.08,cycling
72,27.25,8.01,20.0,3.24,20.0,2.12,cycling
73,36.75,2.28,16.75,2.77,17.25,2.49,cycling
74,37.33,3.68,18.0,2.0,17.0,1.41,cycling
75,43.67,1.25,12.0,2.0,17.33,1.7,cycling
76,38.75,4.44,15.5,1.8,17.25,4.44,cycling
77,30.25,4.6,21.0,0.0,22.25,1.79,cycling
78,32.4,9.11,20.75,2.17,13.5,6.69,cycling
79,36.33,2.49,17.0,5.66,15.0,0.0,cycling
80,31.75,7.26,14.25,6.61,14.67,2.87,cycling
81,43.33,0.94,15.5,1.12,15.0,0.0,cycling
82,33.67,0.94,18.0,2.45,14.0,5.79,cycling
83,26.67,2.05,22.67,1.25,19.5,4.5,cycling
84,36.0,5.52,20.0,5.1,12.0,6.16,cycling
85,36.25,3.27,19.0,1.22,15.0,3.67,cycling
86,33.75,4.49,9.25,7.29,19.75,1.09,cycling
87,40.25,1.92,9.75,1.64,16.75,2.59,cycling
88,41.0,2.92,11.5,2.87,14.75,4.02,cycling
89,33.75,2.49,19.75,2.86,20.0,4.74,cycling
90,25.0,1.73,22.0,1.58,20.0,3.24,cycling
91,34.5,8.02,19.0,3.24,15.25,2.38,cycling
92,34.25,4.26,17.0,1.41,12.33,2.05,cycling
93,37.5,4.5,12.75,4.15,19.0,1.0,cycling
94,40.75,2.77,14.5,0.5,14.5,0.5,cycling
95,34.67,1.89,17.5,2.29,20.67,1.89,cycling
96,29.0,2.0,20.0,1.58,21.25,2.05,cycling
97,29.0,2.35,19.5,3.2,16.5,3.35,cycling
98,36.25,5.85,19.75,3.63,16.25,2.38,cycling
99,35.25,1.3,17.25,2.28,15.33,3.09,cycling
100,39.67,1.25,9.33,2.87,18.0,0.0,cycling
101,43.25,0.83,13.75,1.09,14.0,2.12,cycling
102,35.5,4.15,19.0,0.82,18.75,4.32,cycling
103,28.0,2.45,19.25,1.3,20.25,3.9,cycling
104,34.75,6.61,18.25,3.63,15.67,4.78,cycling
105,37.0,1.22,17.75,3.03,17.5,0.5,cycling
106,39.25,2.17,14.33,4.11,18.0,0.82,cycling
