,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,31.5,3.77,14.5,2.29,17.0,4.58,walking
1,27.0,2.12,16.75,2.86,20.0,2.12,walking
2,34.0,4.53,16.67,1.7,16.33,3.09,walking
3,32.0,4.58,21.25,2.77,17.0,1.22,walking
4,35.33,2.49,18.5,3.5,16.0,2.83,walking
5,42.75,4.82,13.33,4.19,14.5,2.5,walking
6,33.75,1.3,11.0,3.67,21.0,5.52,walking
7,31.5,6.1,14.75,4.32,15.25,3.7,walking
8,41.33,4.5,19.25,4.76,15.33,2.49,walking
9,35.5,1.8,20.5,3.35,14.5,3.04,walking
10,36.75,3.9,22.75,3.03,16.75,2.28,walking
11,42.5,4.77,24.25,0.43,12.5,5.41,walking
12,28.67,1.7,20.67,4.03,21.5,2.29,walking
13,24.75,6.3,17.5,3.77,19.5,4.03,walking
14,37.75,5.02,20.0,4.74,11.25,6.8,walking
15,36.0,6.6,14.25,5.36,15.25,3.27,walking
16,35.5,3.91,10.0,1.41,17.25,2.49,walking
17,41.75,4.26,13.25,3.49,15.25,4.44,walking
18,34.25,8.9,14.25,2.49,15.0,1.22,walking
19,33.75,3.9,16.5,3.2,19.0,3.16,walking
20,40.0,4.85,10.67,2.62,15.67,2.62,walking
21,36.0,2.55,10.25,1.48,17.0,5.34,walking
22,32.5,5.36,14.0,1.41,20.67,0.47,walking
23,40.5,10.74,11.2,1.72,13.0,6.13,walking
24,29.0,2.24,13.33,3.86,12.67,3.3,walking
25,31.25,4.92,16.5,2.96,13.75,3.49,walking
26,38.25,4.21,14.25,3.9,15.25,5.76,walking
27,36.67,3.3,18.5,2.29,19.33,5.91,walking
28,31.33,6.13,9.5,5.41,19.67,1.25,walking
29,41.67,3.3,10.67,1.25,18.0,3.27,walking
30,28.0,12.47,12.5,2.18,16.0,2.94,walking
31,26.5,3.35,15.25,2.28,18.75,2.86,walking
32,36.0,4.24,12.75,3.11,17.0,2.12,walking
33,35.5,6.18,11.25,2.86,15.0,2.12,walking
34,28.75,3.27,17.0,1.73,10.75,7.63,walking
35,37.25,5.76,13.25,2.49,15.5,3.91,walking
36,32.5,8.5,12.75,4.44,14.75,5.31,walking
37,27.0,3.67,12.5,2.87,12.25,3.19,walking
38,34.75,6.91,13.33,2.62,12.33,2.49,walking
39,34.67,3.09,13.5,6.8,12.67,3.4,walking
40,33.0,2.12,18.0,0.71,16.0,1.41,walking
41,34.67,1.89,16.67,1.89,18.75,2.49,walking
42,33.5,3.57,15.0,1.87,14.75,1.79,walking
43,30.75,1.3,15.0,4.3,19.0,2.45,walking
44,35.0,6.52,15.75,3.9,13.67,6.13,walking
45,39.5,3.91,15.75,5.67,17.67,0.47,walking
46,36.25,3.83,17.0,3.24,13.5,1.12,walking
