,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,24.5,4.77,16.5,4.5,13.75,2.38,walking
1,40.0,5.24,19.25,2.86,12.25,4.32,walking
2,40.0,2.83,17.0,1.41,16.75,4.71,walking
3,37.75,0.83,16.0,5.15,16.25,7.12,walking
4,36.5,5.36,18.25,2.17,11.5,4.27,walking
5,31.25,9.88,9.75,3.27,17.5,4.03,walking
6,28.0,2.74,18.25,1.92,18.0,3.08,walking
7,36.25,6.02,17.25,4.26,19.25,5.97,walking
8,39.0,3.67,18.25,3.11,14.0,8.46,walking
9,37.0,1.41,19.0,2.94,18.5,1.5,walking
10,38.6,1.96,16.75,2.49,15.6,4.41,walking
11,35.5,7.09,12.5,0.87,13.75,4.66,walking
12,24.5,4.97,14.75,3.42,17.0,1.87,walking
13,30.25,8.14,15.25,4.44,15.0,3.0,walking
14,39.5,3.35,13.0,6.53,16.25,1.79,walking
15,35.33,3.3,17.33,1.7,16.75,2.05,walking
16,40.5,3.2,18.25,3.11,18.0,2.92,walking
17,35.0,7.65,16.0,2.0,17.25,2.17,walking
18,28.0,2.94,18.0,1.73,16.67,4.03,walking
19,28.25,5.21,15.25,4.02,22.0,1.22,walking
20,40.0,4.24,11.75,1.79,19.75,1.64,walking
21,36.25,0.43,11.25,4.32,10.5,6.8,walking
22,33.67,3.86,13.33,4.64,17.5,1.12,walking
23,37.5,11.08,15.75,3.96,15.5,7.3,walking
24,26.5,2.87,9.75,1.3,15.0,5.24,walking
25,25.33,4.19,11.33,0.47,19.25,4.76,walking
26,39.25,5.07,15.5,5.59,18.0,2.74,walking
27,34.75,2.17,20.25,3.34,17.25,3.9,walking
28,33.0,3.0,21.0,2.92,12.0,8.15,walking
29,34.5,1.5,22.5,1.5,22.5,1.5,walking
30,31.5,6.99,14.75,2.28,22.0,2.12,walking
31,28.5,2.96,17.5,2.06,15.5,1.5,walking
32,34.33,8.06,18.25,5.45,18.67,2.05,walking
33,36.25,2.17,23.75,4.71,13.5,1.5,walking
34,37.0,3.27,14.75,2.49,17.67,1.89,walking
35,34.33,6.85,14.0,0.82,16.25,3.83,walking
36,25.5,3.2,14.75,3.19,20.25,2.49,walking
37,24.0,6.96,17.75,2.38,17.5,6.02,walking
38,37.0,3.74,16.67,4.78,11.75,1.09,walking
39,40.0,0.82,19.67,2.36,7.25,7.6,walking
40,37.75,3.49,18.25,0.43,14.25,3.96,walking
41,40.75,3.7,18.25,4.21,21.5,2.87,walking
42,33.75,10.28,17.75,2.59,20.25,2.59,walking
43,27.75,7.85,14.75,3.27,15.75,6.87,walking
44,34.0,5.61,14.0,6.82,10.25,6.68,walking
45,39.25,1.79,17.25,2.68,20.5,0.87,walking
46,36.0,4.74,16.0,1.63,20.33,1.7,walking
47,38.5,4.77,20.5,1.5,14.67,2.05,walking
48,34.67,1.89,16.25,4.38,17.67,1.7,walking
49,23.67,4.11,8.67,5.44,18.0,3.67,walking
50,37.2,6.49,15.8,4.31,13.5,7.3,walking
51,36.67,4.71,16.67,4.11,14.25,2.68,walking
52,34.5,2.06,11.5,5.41,16.5,2.5,walking
53,38.75,3.7,13.25,2.68,20.75,2.17,walking
54,35.75,7.15,10.67,5.79,20.0,4.08,walking
55,28.0,1.22,10.0,5.2,17.5,4.56,walking
56,32.25,8.84,15.25,1.79,13.0,1.87,walking
57,39.75,6.42,13.0,1.41,15.25,2.17,walking
58,33.75,1.3,17.0,2.74,14.75,1.92,walking
59,38.75,2.17,14.0,2.45,8.25,7.26,walking
60,32.75,7.12,18.0,0.0,17.0,1.58,walking
61,31.5,2.06,13.5,2.29,19.5,7.23,walking
62,30.75,3.27,13.25,5.8,22.5,2.06,walking
63,39.0,3.32,17.25,3.11,19.0,3.08,walking
64,36.5,2.29,13.25,3.19,16.25,4.55,walking
65,36.5,2.29,17.33,4.5,17.67,4.5,walking
66,34.33,5.56,17.5,4.27,13.33,3.3,walking
67,29.0,0.82,15.0,3.39,25.0,1.41,walking
68,27.0,11.64,17.33,0.94,18.0,3.39,walking
69,42.25,1.79,17.0,1.58,17.25,3.27,walking
70,32.33,4.03,16.5,1.5,13.75,3.27,walking
71,37.67,3.3,10.33,6.94,18.33,2.05,walking
72,41.0,3.24,12.5,3.91,16.75,1.3,walking
73,29.0,7.26,12.5,3.91,16.33,4.03,walking
74,29.5,1.5,17.0,3.16,16.0,2.83,walking
75,31.25,12.32,16.0,1.73,11.5,2.29,walking
76,40.5,5.68,12.75,6.87,19.25,2.49,walking
77,35.5,6.5,14.0,8.15,15.25,2.38,walking
78,34.67,7.59,10.75,4.32,16.33,1.25,walking
79,34.5,7.3,15.33,2.49,19.67,1.25,walking
80,30.0,2.16,17.5,3.35,15.0,6.0,walking
81,23.0,6.16,15.0,0.0,19.0,3.39,walking
82,32.0,9.41,11.5,6.22,15.75,5.12,walking
83,33.5,2.06,17.25,4.44,18.5,2.18,walking
84,33.0,1.87,17.5,1.5,14.5,4.5,walking
85,37.25,5.21,15.75,1.48,15.25,1.92,walking
86,34.25,7.01,15.5,3.2,15.5,4.82,walking
87,23.25,8.17,16.75,4.6,13.75,2.49,walking
88,34.75,8.93,14.0,5.96,13.0,2.92,walking
89,37.75,6.1,14.5,2.5,9.75,2.86,walking
90,33.0,2.12,11.0,9.06,7.33,3.3,walking
91,37.0,3.39,13.0,0.71,15.75,3.56,walking
92,32.5,8.02,19.0,2.55,21.0,1.87,walking
93,26.0,4.74,16.0,2.45,15.75,3.27,walking
94,33.0,5.61,15.0,5.24,13.0,3.67,walking
95,39.75,3.77,19.5,1.12,14.75,3.42,walking
96,34.5,2.6,20.0,3.0,18.75,3.27,walking
97,39.0,3.94,19.0,0.82,16.0,4.97,walking
98,36.5,5.77,20.75,1.09,19.33,1.89,walking
99,26.33,3.3,16.75,2.49,22.5,1.5,walking
100,26.67,4.71,15.0,3.0,17.0,3.74,walking
101,33.5,7.3,13.25,7.15,19.25,1.3,walking
102,36.33,0.47,19.0,5.1,15.0,3.67,walking
103,34.5,4.5,19.75,6.26,15.0,6.96,walking
104,33.0,9.82,17.5,3.77,12.5,5.12,walking
105,36.25,6.02,19.75,1.3,19.25,2.05,walking
106,28.75,1.09,13.0,7.79,13.75,1.64,walking
107,39.25,2.59,14.75,5.21,9.5,3.84,walking
