,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,37.75,8.93,16.25,5.07,17.0,4.36,walking
1,35.25,2.49,11.33,4.92,13.67,2.36,walking
2,38.33,3.86,19.25,1.48,18.67,2.05,walking
3,40.5,3.57,17.5,1.8,16.0,6.2,walking
4,30.0,0.0,19.67,1.89,16.75,3.42,walking
5,34.0,3.39,15.25,3.27,19.25,4.76,walking
6,42.25,4.76,14.75,1.79,18.0,0.71,walking
7,35.25,3.27,20.25,2.28,15.5,1.8,walking
8,37.75,6.8,15.75,2.05,13.25,5.89,walking
9,40.0,9.25,14.25,3.34,14.25,4.82,walking
10,31.25,2.49,14.67,3.77,19.5,1.5,walking
11,34.5,4.97,15.25,1.09,16.5,3.2,walking
12,42.67,3.09,17.0,3.74,14.25,0.83,walking
13,37.0,1.22,13.33,2.62,12.5,1.5,walking
14,37.67,2.36,16.5,1.8,17.0,4.08,walking
15,38.25,6.83,14.25,2.59,18.75,1.79,walking
16,31.75,4.6,15.5,2.69,17.75,4.92,walking
17,34.5,3.35,12.0,0.0,17.5,4.27,walking
18,39.25,6.34,15.25,3.49,13.75,2.28,walking
19,34.75,2.38,16.25,4.71,15.25,2.17,walking
20,38.0,1.41,17.33,3.09,20.75,1.92,walking
21,43.0,3.27,15.75,2.49,16.25,2.68,walking
22,33.25,3.27,9.67,2.62,12.5,7.7,walking
23,32.25,3.9,14.25,2.77,20.5,1.5,walking
24,41.5,5.12,12.25,2.49,14.75,3.77,walking
25,37.0,1.22,17.25,3.27,15.25,2.59,walking
26,37.75,2.77,16.5,5.32,13.25,5.07,walking
27,39.25,9.55,13.25,3.03,13.25,6.94,walking
28,33.0,3.08,15.5,6.73,20.25,0.83,walking
29,28.25,3.7,15.5,2.96,17.75,0.43,walking
30,36.75,6.5,13.5,2.6,16.25,3.7,walking
31,36.75,1.3,16.33,1.25,16.33,3.68,walking
32,38.75,3.7,13.0,1.87,12.5,3.91,walking
33,35.0,7.48,15.25,4.44,16.67,1.7,walking
34,32.5,2.29,16.0,2.74,18.25,2.86,walking
35,24.0,4.24,14.0,3.74,18.5,2.5,walking
36,38.67,5.31,15.0,2.94,10.25,4.02,walking
37,35.5,1.5,19.0,3.32,14.5,2.6,walking
38,36.25,3.42,18.0,1.41,13.5,2.69,walking
39,39.0,10.84,14.25,3.27,12.75,5.54,walking
40,29.25,1.3,11.75,2.95,22.75,1.3,walking
41,26.5,3.77,12.25,6.61,18.75,2.49,walking
42,38.75,3.27,16.0,4.06,17.25,3.56,walking
43,40.0,2.35,14.75,4.26,12.67,3.3,walking
44,41.0,4.85,13.25,1.3,13.25,4.21,walking
45,35.5,7.16,12.33,0.47,17.67,4.03,walking
46,33.75,3.9,11.5,5.55,19.25,1.09,walking
47,38.25,2.49,13.67,5.19,18.33,3.4,walking
48,34.67,3.4,19.67,0.94,21.25,0.43,walking
49,29.5,5.94,18.0,3.54,11.0,4.53,walking
50,43.5,2.6,15.0,5.61,11.5,1.5,walking
51,34.25,4.6,18.0,1.73,16.75,3.34,walking
52,34.33,3.09,20.33,3.3,17.75,4.44,walking
53,40.75,4.21,18.75,2.77,15.0,2.45,walking
54,41.75,5.12,16.5,6.8,14.75,3.49,walking
55,33.75,3.27,18.25,4.02,14.75,1.79,walking
56,42.25,1.79,17.0,3.0,18.67,0.47,walking
57,31.75,2.17,19.0,2.0,13.0,3.27,walking
58,28.0,7.52,15.25,3.49,10.5,6.18,walking
59,36.0,2.45,13.67,4.19,11.33,5.91,walking
60,37.67,1.7,18.0,2.16,19.67,1.89,walking
61,27.67,6.55,19.33,3.68,11.5,7.02,walking
62,42.0,3.54,20.0,2.12,17.25,1.3,walking
63,34.5,8.08,11.75,0.43,19.25,1.92,walking
64,29.67,2.05,19.0,3.74,16.5,3.35,walking
65,36.0,3.67,16.75,8.64,8.75,5.72,walking
66,37.75,5.07,18.5,4.39,10.5,5.5,walking
67,33.0,3.67,18.75,2.49,16.5,1.5,walking
68,43.0,3.16,11.5,3.57,16.5,3.64,walking
69,30.0,8.49,11.67,3.09,18.25,2.86,walking
70,27.0,3.67,12.25,4.49,11.0,5.35,walking
71,35.5,7.09,14.0,2.55,15.75,4.71,walking
72,36.0,2.12,13.0,4.06,15.0,2.55,walking
73,35.25,3.96,17.5,2.69,13.75,2.68,walking
74,38.25,11.65,20.67,0.47,10.0,2.0,walking
75,28.67,1.25,12.75,1.92,19.33,3.09,walking
76,21.75,4.44,14.5,5.32,14.75,4.26,walking
77,35.5,5.89,17.0,2.45,13.0,3.16,walking
