,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,24.75,5.76,13.25,3.03,18.75,1.48,walking
1,36.25,7.26,15.0,3.67,17.75,2.86,walking
2,37.0,3.94,20.25,1.3,16.25,1.64,walking
3,33.75,3.27,19.5,4.5,15.0,2.12,walking
4,34.25,5.21,17.0,1.22,14.25,4.15,walking
5,26.5,3.2,14.67,4.78,17.25,3.27,walking
6,28.75,5.45,16.33,3.86,20.67,2.49,walking
7,41.33,2.87,15.5,2.29,11.0,7.79,walking
8,29.33,0.94,19.0,0.82,10.0,6.82,walking
9,31.5,5.94,12.75,3.56,17.0,1.41,walking
10,36.25,10.69,16.25,1.3,18.0,3.0,walking
11,26.5,5.89,20.0,2.35,16.75,3.96,walking
12,32.75,6.06,15.5,7.3,17.25,3.27,walking
13,39.25,5.63,20.75,3.27,18.25,2.77,walking
14,31.75,5.31,14.25,3.9,22.75,4.6,walking
15,33.5,4.5,14.0,2.74,17.25,4.32,walking
16,33.0,5.61,17.67,0.47,15.67,5.19,walking
17,33.0,3.0,15.0,4.9,15.25,3.27,walking
18,33.25,6.91,19.25,2.95,18.25,1.79,walking
19,34.5,3.35,18.67,1.25,19.75,1.09,walking
20,34.5,4.5,16.0,8.46,9.75,3.34,walking
21,34.33,4.19,20.75,1.79,13.0,3.27,walking
22,39.33,8.81,18.33,0.47,23.75,1.64,walking
23,27.5,1.5,11.75,2.49,16.0,6.96,walking
24,30.5,6.98,18.0,0.71,19.75,2.77,walking
25,41.0,3.67,15.5,3.35,15.0,4.58,walking
26,26.5,8.26,14.25,1.3,14.5,2.18,walking
27,34.25,7.95,15.0,1.63,17.33,3.3,walking
28,35.0,5.87,13.5,1.66,14.25,2.28,walking
29,30.5,1.5,9.25,3.63,19.0,0.71,walking
30,39.0,5.72,16.75,4.6,14.0,6.38,walking
31,34.0,9.25,17.75,2.17,12.5,2.29,walking
32,30.0,4.74,11.5,5.17,16.25,3.7,walking
33,39.67,2.62,11.33,2.49,12.5,2.5,walking
34,33.75,7.5,12.75,3.96,16.0,4.06,walking
35,30.0,1.87,11.75,6.68,15.75,0.83,walking
36,37.25,7.15,12.75,1.92,13.0,2.12,walking
37,35.5,3.91,13.75,5.21,12.33,2.05,walking
38,32.75,2.68,16.0,2.16,11.33,2.62,walking
39,36.25,2.17,13.5,1.5,15.33,2.49,walking
40,28.33,3.4,13.33,1.7,23.5,0.5,walking
41,22.0,2.55,12.75,4.66,16.25,3.27,walking
42,38.0,1.63,19.67,1.7,15.5,1.66,walking
43,34.25,2.17,15.75,3.27,12.25,6.5,walking
44,36.0,2.12,14.67,4.19,19.25,2.86,walking
45,35.5,7.4,16.33,0.94,16.75,1.64,walking
46,25.5,6.18,15.5,0.87,10.33,1.89,walking
47,28.5,6.54,14.0,4.06,17.5,2.29,walking
48,31.75,7.01,16.75,4.6,11.25,4.32,walking
49,28.25,5.31,13.75,4.76,16.33,2.87,walking
