,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,35.75,7.05,16.0,3.16,14.75,3.9,walking
1,39.0,3.0,21.0,1.0,17.0,5.79,walking
2,31.0,6.2,15.75,0.83,22.0,1.0,walking
3,42.75,3.34,17.25,2.17,19.25,3.03,walking
4,41.0,0.71,13.0,3.39,13.5,7.02,walking
5,38.75,4.71,11.33,0.94,12.25,3.63,walking
6,41.0,5.05,10.5,4.03,17.5,6.06,walking
7,32.25,3.96,9.33,3.4,20.0,2.83,walking
8,28.0,5.1,16.75,1.3,7.67,4.11,walking
9,34.0,3.46,18.75,2.28,18.25,2.59,walking
10,36.0,0.0,18.0,0.82,14.25,1.79,walking
11,38.5,2.18,11.75,4.87,15.5,2.29,walking
12,36.5,9.39,10.75,2.95,14.75,1.92,walking
13,30.5,0.87,13.75,2.38,19.5,4.39,walking
14,30.25,7.05,13.25,6.22,14.0,3.39,walking
15,43.25,3.03,13.67,1.89,20.0,3.74,walking
16,32.5,4.97,10.5,6.22,12.25,3.63,walking
17,35.5,4.5,14.0,3.24,18.33,3.09,walking
18,37.5,3.35,16.0,2.16,16.0,3.74,walking
19,28.0,3.74,17.75,4.76,16.0,3.74,walking
20,34.0,6.68,15.67,2.62,8.0,4.55,walking
21,43.75,1.09,16.5,4.97,19.25,5.36,walking
22,39.75,1.92,15.0,6.04,17.5,2.18,walking
23,36.0,2.83,11.5,4.5,9.25,5.85,walking
24,33.5,8.96,17.5,2.96,12.25,3.9,walking
25,24.75,3.11,16.25,3.63,15.0,3.54,walking
26,34.5,5.02,11.33,7.04,14.25,0.83,walking
27,36.75,2.49,14.75,4.55,9.75,3.77,walking
28,34.5,3.35,19.0,1.58,14.0,4.74,walking
29,37.75,4.32,13.5,4.56,17.75,3.77,walking
30,28.75,2.05,16.0,3.54,18.25,1.79,walking
31,29.5,3.91,18.25,3.27,18.5,2.18,walking
32,41.25,4.32,13.67,6.13,15.67,4.5,walking
33,35.5,2.5,18.5,3.57,13.75,1.48,walking
34,38.33,1.25,12.0,2.55,17.67,1.25,walking
35,35.5,8.96,16.0,2.12,17.5,0.87,walking
36,28.75,0.43,16.75,2.59,15.25,4.97,walking
37,27.0,8.83,15.33,2.05,14.75,3.49,walking
38,40.0,5.61,17.5,4.77,7.5,5.22,walking
39,33.25,1.64,11.0,3.94,15.25,1.92,walking
40,31.25,7.19,9.25,4.49,15.75,5.76,walking
41,37.0,7.65,17.5,5.02,19.75,2.49,walking
42,29.75,6.46,11.33,2.62,17.25,7.4,walking
43,29.75,4.6,17.33,2.62,13.75,4.21,walking
44,38.0,5.2,12.75,4.15,14.0,3.39,walking
45,29.75,5.07,19.0,1.41,15.67,2.87,walking
46,37.75,6.14,17.4,4.13,16.4,2.94,walking
47,30.75,10.89,13.67,1.25,18.33,4.03,walking
48,29.5,1.8,14.0,1.41,11.67,7.76,walking
49,35.67,5.44,12.0,6.36,16.67,5.25,walking
50,40.67,3.09,17.33,6.24,14.5,3.35,walking
51,34.25,1.79,21.0,3.0,19.25,3.34,walking
52,39.75,0.83,19.33,3.68,19.25,2.59,walking
53,36.0,6.36,24.0,2.12,15.0,3.67,walking
54,28.75,1.3,15.25,4.97,15.25,6.02,walking
55,36.0,2.94,17.25,4.87,13.5,1.5,walking
56,38.25,6.76,21.0,1.87,18.0,3.24,walking
57,34.25,7.73,16.0,1.41,18.67,1.25,walking
58,38.75,5.07,12.67,0.94,13.67,4.99,walking
59,30.0,3.0,13.67,2.62,20.67,4.78,walking
60,30.0,2.45,15.0,0.82,12.25,6.61,walking
61,40.0,2.83,11.75,8.58,16.67,4.19,walking
62,35.25,5.76,23.5,2.5,9.0,0.0,walking
63,30.5,4.27,17.75,2.17,14.33,1.7,walking
64,38.0,3.54,15.0,3.94,19.75,1.09,walking
65,33.0,0.0,20.0,2.0,20.0,6.0,walking
66,27.17,5.73,13.2,2.23,17.2,3.49,walking
67,39.5,6.18,13.25,6.02,19.5,1.5,walking
68,36.0,0.0,12.25,5.4,13.0,2.12,walking
69,38.0,2.83,22.25,1.79,16.0,3.74,walking
70,35.0,9.9,22.0,1.22,21.5,2.5,walking
71,23.75,2.95,17.0,1.87,17.67,2.49,walking
72,36.5,2.87,18.0,1.87,13.5,2.6,walking
73,41.33,4.5,11.33,0.47,14.75,2.17,walking
74,35.25,3.27,17.67,1.89,13.75,4.15,walking
75,39.6,1.96,16.2,0.98,13.0,2.45,walking
76,41.0,3.74,21.67,0.94,12.0,4.24,walking
77,31.75,4.09,17.5,1.66,14.0,3.54,walking
78,27.0,10.61,16.25,2.49,15.0,2.12,walking
79,30.5,7.16,17.25,3.7,17.75,3.9,walking
80,29.0,4.3,15.75,3.77,19.0,1.87,walking
81,36.25,4.02,16.0,2.16,17.0,2.0,walking
82,32.75,5.63,15.5,2.06,12.5,6.84,walking
83,27.5,2.29,13.5,4.03,17.33,1.25,walking
84,30.5,8.44,12.5,6.34,11.0,5.52,walking
85,37.0,3.67,13.5,2.06,12.25,6.02,walking
86,31.25,4.6,13.25,3.27,16.5,3.35,walking
87,37.25,6.14,8.5,4.09,15.0,3.67,walking
88,36.5,6.42,13.5,1.5,16.0,2.94,walking
89,26.5,3.04,17.33,2.62,8.33,4.03,walking
90,26.33,6.85,17.0,3.39,17.0,3.56,walking
91,33.33,4.03,16.0,3.32,12.33,0.94,walking
92,32.0,3.74,13.0,0.0,9.25,1.79,walking
93,33.0,2.45,9.67,1.7,16.0,3.24,walking
94,31.5,3.64,12.0,1.41,19.5,3.2,walking
95,26.5,2.18,15.75,5.93,16.0,2.55,walking
96,35.75,5.89,14.0,2.45,13.75,3.11,walking
97,38.75,5.63,12.75,1.92,14.25,1.3,walking
98,35.0,2.12,15.0,8.49,16.67,2.49,walking
99,34.75,7.76,11.25,5.31,16.0,6.08,walking
100,36.5,6.42,12.0,6.52,15.5,4.92,walking
101,27.5,2.29,12.0,0.82,21.0,2.45,walking
102,40.75,4.71,16.33,4.19,11.67,3.68,walking
103,36.75,3.9,14.5,2.69,13.75,1.79,walking
104,37.75,1.48,12.75,3.56,16.25,2.05,walking
105,36.5,5.02,15.5,3.35,17.67,2.05,walking
106,33.67,1.7,11.0,2.92,19.67,3.4,walking
107,24.0,4.08,17.0,1.63,14.0,1.22,walking
108,34.0,6.67,12.25,5.21,10.5,2.18,walking
109,41.75,4.26,14.67,2.87,15.0,3.67,walking
110,37.0,1.22,15.75,5.8,15.75,1.48,walking
111,38.75,1.48,16.0,2.12,15.25,3.7,walking
112,30.0,10.39,11.0,0.82,19.75,1.09,walking
113,26.25,4.97,14.75,3.11,15.5,5.12,walking
114,39.75,6.83,15.67,4.78,12.25,2.05,walking
115,33.0,2.12,17.75,4.66,15.0,2.12,walking
116,34.5,4.97,14.25,2.86,15.0,4.3,walking
117,36.5,8.62,12.5,4.33,14.0,6.82,walking
118,31.0,2.35,14.0,2.83,18.33,0.47,walking
119,34.75,6.98,14.5,3.91,19.0,2.92,walking
120,43.0,2.94,16.0,3.81,8.67,5.44,walking
121,35.25,3.9,14.0,3.74,11.5,3.91,walking
122,35.67,8.26,18.0,3.0,15.0,5.61,walking
123,38.33,10.87,18.0,4.08,14.0,6.75,walking
124,25.67,1.25,18.0,2.45,13.5,7.3,walking
125,30.5,2.29,17.25,2.28,11.0,4.53,walking
126,39.0,4.74,17.5,2.5,15.0,4.85,walking
127,33.0,5.52,16.5,4.82,15.75,2.49,walking
128,36.25,2.17,14.25,5.31,17.25,2.59,walking
