,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,44.0,0.71,18.75,0.43,7.75,1.3,sitting
1,44.0,0.0,18.5,0.5,8.67,0.47,sitting
2,43.75,0.83,18.0,0.0,9.67,0.94,sitting
3,43.75,0.43,18.25,0.43,9.0,0.0,sitting
4,43.75,0.43,18.0,0.0,9.0,0.0,sitting
5,44.0,0.0,18.25,0.43,10.0,0.0,sitting
6,44.0,0.0,18.0,0.0,10.75,1.09,sitting
7,43.5,0.5,18.0,0.0,11.0,0.71,sitting
8,44.0,0.0,18.0,0.0,12.0,0.0,sitting
9,43.5,0.5,18.0,0.0,12.0,0.0,sitting
10,43.33,0.47,18.0,0.0,12.75,0.83,sitting
11,43.5,0.5,18.0,0.0,13.0,1.0,sitting
12,44.0,0.0,18.0,0.0,12.5,0.5,sitting
13,43.5,0.5,18.0,0.0,11.75,0.43,sitting
14,43.5,0.5,18.0,0.0,9.5,1.5,sitting
15,43.25,0.83,17.75,0.43,15.0,2.12,sitting
16,43.5,0.5,16.67,0.47,18.33,0.47,sitting
17,43.75,0.43,17.75,0.43,16.75,1.3,sitting
18,43.5,0.5,18.25,0.43,16.0,0.71,sitting
19,43.5,0.5,16.0,0.71,17.25,0.83,sitting
20,43.5,0.5,13.75,0.83,19.0,0.71,sitting
21,43.67,0.47,13.0,0.0,20.67,0.47,sitting
22,43.5,0.5,13.0,0.0,20.25,0.83,sitting
23,43.33,0.47,14.67,0.47,20.0,0.71,sitting
24,43.5,0.5,15.0,0.0,19.5,0.87,sitting
25,43.5,0.5,14.5,0.5,19.5,1.12,sitting
26,43.5,0.5,14.5,0.5,19.25,0.83,sitting
27,43.5,0.5,14.0,1.22,17.5,1.5,sitting
28,43.5,0.5,11.75,0.43,15.75,1.48,sitting
29,43.25,0.83,12.75,0.43,16.75,0.83,sitting
30,43.25,0.83,12.0,0.0,18.0,0.0,sitting
31,43.25,0.83,11.5,0.5,18.5,0.5,sitting
32,43.5,0.5,10.75,0.43,18.25,0.43,sitting
33,43.5,0.5,9.67,1.7,18.33,0.47,sitting
34,43.0,0.71,12.75,0.43,20.5,0.5,sitting
35,42.67,0.47,12.25,1.09,23.0,1.41,sitting
36,42.5,0.5,16.5,1.5,18.0,1.22,sitting
37,42.33,0.47,18.67,0.94,17.75,0.43,sitting
38,42.0,0.0,19.5,0.5,13.25,2.68,sitting
39,42.0,0.0,20.0,1.0,13.0,3.54,sitting
40,42.0,0.0,19.25,0.83,20.0,2.35,sitting
41,42.0,0.0,17.75,0.43,21.5,0.5,sitting
42,42.0,0.0,17.75,0.43,21.5,0.5,sitting
43,42.0,0.0,18.0,0.0,22.25,0.83,sitting
44,42.0,0.0,18.25,0.43,21.25,0.43,sitting
45,42.0,0.0,20.5,0.87,20.75,0.43,sitting
46,42.0,0.0,18.75,1.3,20.75,0.83,sitting
47,42.0,0.0,17.25,0.43,20.0,1.0,sitting
48,42.0,0.0,17.0,0.82,21.0,0.0,sitting
49,42.0,0.0,17.25,0.43,20.5,0.5,sitting
