,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,41.5,0.5,14.0,0.0,14.5,0.87,sitting
1,41.75,0.43,14.75,0.43,13.0,0.71,sitting
2,41.5,0.5,16.5,0.5,12.5,0.5,sitting
3,41.5,0.5,16.75,0.43,14.25,1.48,sitting
4,41.5,0.5,16.25,0.83,15.5,0.87,sitting
5,41.75,0.43,16.5,0.5,15.25,0.43,sitting
6,41.75,0.43,17.0,0.0,15.25,0.83,sitting
7,41.75,0.43,15.25,1.09,11.0,3.08,sitting
8,41.5,0.5,17.0,1.63,2.0,0.0,sitting
9,41.5,0.5,19.0,0.82,13.33,1.7,sitting
10,42.0,0.0,16.25,0.83,16.0,2.12,sitting
11,41.5,0.87,14.25,2.49,11.25,7.85,sitting
12,41.5,0.5,19.5,1.12,15.25,1.09,sitting
13,41.67,0.47,12.75,4.44,15.0,3.56,sitting
14,41.5,0.5,14.25,1.48,14.25,2.86,sitting
15,41.5,0.5,14.25,0.43,15.0,1.22,sitting
16,41.67,0.47,12.67,1.7,16.25,0.43,sitting
17,41.5,0.5,15.5,0.5,15.75,0.83,sitting
18,41.75,0.43,14.0,1.22,13.75,0.83,sitting
19,42.0,0.0,14.0,1.22,10.75,1.3,sitting
20,41.5,0.5,13.25,0.83,13.25,1.92,sitting
21,41.5,0.5,15.25,0.43,13.25,0.83,sitting
22,42.0,0.0,16.33,0.47,12.33,0.47,sitting
23,41.75,0.43,18.6,1.36,15.8,1.94,sitting
24,41.75,0.43,18.5,0.5,16.75,0.83,sitting
25,42.0,0.0,15.25,1.79,14.0,0.71,sitting
26,42.0,0.0,10.75,0.83,13.75,0.83,sitting
27,42.0,0.0,14.0,1.41,13.0,0.82,sitting
28,42.0,0.0,12.5,3.28,10.25,3.77,sitting
29,42.0,0.0,19.0,1.22,17.5,0.5,sitting
30,42.0,0.0,20.33,0.47,16.67,0.94,sitting
31,42.0,0.0,19.75,0.43,16.5,1.12,sitting
32,41.67,0.47,19.0,0.0,15.0,0.0,sitting
33,41.5,0.5,18.25,0.43,15.0,0.71,sitting
34,41.33,0.47,19.67,0.94,17.0,1.22,sitting
35,41.75,0.43,19.25,0.43,18.0,0.0,sitting
36,42.0,0.0,18.75,0.43,16.25,0.83,sitting
37,41.75,0.43,19.0,0.0,15.5,0.5,sitting
38,41.75,0.43,18.5,0.5,15.5,0.5,sitting
39,41.5,0.5,18.25,0.43,15.75,0.83,sitting
40,41.5,0.5,19.25,0.43,16.25,0.83,sitting
41,41.75,0.43,19.0,0.0,17.0,0.82,sitting
42,41.5,0.5,19.0,0.0,17.33,0.94,sitting
43,41.83,0.37,19.0,0.63,16.8,0.75,sitting
44,41.67,0.47,12.25,0.83,15.0,2.16,sitting
45,42.0,0.0,12.67,0.47,13.25,0.43,sitting
46,41.67,0.47,9.67,0.47,11.5,0.5,sitting
47,41.75,0.43,11.67,0.47,4.75,2.59,sitting
48,41.5,0.5,10.25,1.48,4.5,2.69,sitting
49,41.75,0.43,6.25,1.48,10.5,1.12,sitting
50,42.0,0.0,6.33,0.94,12.0,0.0,sitting
51,41.5,0.5,1.0,0.0,9.5,0.5,sitting
52,41.5,0.5,3.0,0.71,10.25,0.83,sitting
53,41.67,0.47,1.5,0.5,10.0,0.0,sitting
54,41.33,0.47,2.0,1.41,10.33,0.94,sitting
55,41.5,0.5,5.0,0.0,11.75,0.43,sitting
56,41.75,0.43,5.0,0.0,11.25,0.43,sitting
57,41.5,0.5,1.5,0.5,11.0,0.0,sitting
58,41.5,0.5,5.0,0.71,11.25,0.43,sitting
59,41.5,0.5,4.67,1.25,11.67,1.25,sitting
60,41.5,0.5,9.75,2.49,10.0,1.63,sitting
61,41.75,0.43,12.0,0.0,9.25,1.64,sitting
62,41.5,0.5,9.0,1.41,12.5,0.87,sitting
63,41.5,0.5,7.33,0.47,11.5,0.5,sitting
64,41.5,0.5,8.67,0.47,10.0,0.82,sitting
65,41.75,0.43,6.25,1.48,9.5,0.87,sitting
66,41.5,0.5,3.5,1.12,8.33,0.47,sitting
67,41.5,0.5,5.25,0.83,10.25,0.83,sitting
68,41.5,0.5,5.0,0.71,12.0,0.0,sitting
69,41.67,0.47,2.67,1.25,11.67,0.47,sitting
70,41.33,0.47,5.5,0.5,11.75,0.43,sitting
71,41.5,0.5,8.5,1.5,12.0,0.71,sitting
72,41.5,0.5,9.75,0.83,12.25,0.43,sitting
73,41.5,0.5,9.33,0.47,12.25,0.43,sitting
74,41.5,0.5,6.75,0.83,11.75,0.43,sitting
75,41.5,0.5,9.0,0.0,11.75,0.43,sitting
76,41.5,0.5,8.5,0.5,11.0,0.82,sitting
77,41.5,0.5,8.75,0.43,11.25,0.83,sitting
78,41.5,0.5,7.33,0.94,11.0,0.82,sitting
79,41.5,0.5,6.0,0.0,10.25,0.83,sitting
80,41.67,0.47,6.75,0.83,11.33,0.94,sitting
81,41.5,0.5,8.5,0.87,10.5,0.87,sitting
82,41.33,0.47,7.33,1.25,11.33,0.47,sitting
83,41.5,0.5,8.75,2.49,12.0,1.87,sitting
84,41.5,0.5,9.33,3.09,17.25,3.77,sitting
85,41.5,0.5,2.5,0.5,21.0,0.71,sitting
86,41.5,0.5,4.5,1.12,20.75,0.43,sitting
87,41.5,0.5,4.0,1.58,21.0,0.0,sitting
88,41.5,0.5,2.0,1.0,18.75,0.83,sitting
89,41.5,0.5,9.0,1.87,18.25,0.43,sitting
90,41.5,0.5,11.67,0.47,18.0,0.0,sitting
91,42.0,0.0,8.75,1.3,19.5,1.5,sitting
92,41.5,0.5,10.0,1.0,21.25,0.43,sitting
93,41.67,0.47,8.0,0.82,21.33,0.47,sitting
94,41.5,0.5,11.75,0.43,21.5,0.5,sitting
95,41.5,0.5,10.25,2.05,21.5,0.5,sitting
96,41.5,0.5,6.75,0.43,21.5,0.5,sitting
97,41.67,0.47,2.67,1.7,21.5,0.5,sitting
98,41.5,0.5,1.0,0.0,20.25,0.83,sitting
99,41.5,0.5,4.5,1.5,20.0,1.22,sitting
100,41.5,0.5,8.67,0.47,21.5,0.5,sitting
101,41.67,0.47,10.0,0.0,21.67,0.47,sitting
102,41.75,0.43,11.25,0.83,21.5,0.5,sitting
103,41.5,0.5,5.5,3.5,22.0,0.71,sitting
104,41.5,0.5,5.0,1.0,21.75,0.43,sitting
105,41.5,0.5,11.0,3.54,20.0,0.71,sitting
106,41.75,0.43,14.25,1.3,17.5,1.66,sitting
107,42.0,0.0,13.5,1.5,13.67,0.47,sitting
108,42.0,0.0,9.0,4.64,15.25,1.48,sitting
109,42.0,0.0,12.5,5.68,13.25,6.42,sitting
110,42.0,0.0,7.0,3.54,15.33,2.49,sitting
111,42.0,0.0,6.0,0.0,13.0,1.41,sitting
112,41.67,0.47,3.0,1.63,12.75,1.3,sitting
113,41.5,0.5,4.0,2.45,14.25,1.48,sitting
114,41.5,0.5,16.75,2.49,12.75,2.49,sitting
115,41.75,0.43,17.5,2.18,13.5,0.87,sitting
116,41.5,0.5,17.25,1.3,9.75,0.83,sitting
117,41.75,0.43,16.33,0.47,8.0,0.82,sitting
118,41.67,0.47,12.75,1.48,9.5,0.5,sitting
119,41.75,0.43,4.5,2.06,9.25,2.59,sitting
120,41.5,0.5,15.25,2.38,14.5,1.8,sitting
121,41.33,0.47,19.0,0.0,17.0,1.22,sitting
122,41.75,0.43,17.75,1.09,16.25,0.83,sitting
123,41.5,0.5,10.0,1.63,9.75,1.92,sitting
124,41.5,0.5,8.0,2.45,8.5,3.2,sitting
125,41.5,0.5,13.0,0.82,13.67,1.7,sitting
126,41.5,0.5,13.5,0.5,13.33,0.47,sitting
127,41.67,0.47,11.5,1.12,13.67,0.47,sitting
128,41.33,0.47,3.67,2.49,12.5,0.5,sitting
129,41.5,0.5,1.0,0.0,10.75,0.43,sitting
130,41.5,0.5,1.0,0.0,9.5,0.5,sitting
131,41.5,0.5,1.0,0.0,7.0,0.71,sitting
132,41.5,0.5,1.0,0.0,6.0,0.82,sitting
133,41.5,0.5,1.5,0.5,5.33,0.47,sitting
134,41.5,0.5,3.0,2.16,5.67,0.47,sitting
135,41.5,0.5,3.0,0.71,8.25,1.3,sitting
136,41.75,0.43,3.0,0.0,8.67,0.47,sitting
