,Unnamed: 0,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,0,23.75,0.43,24.0,0.0,24.67,0.47,bending2
1,1,22.67,0.94,24.0,0.0,24.67,0.94,bending2
2,2,21.33,0.47,24.0,0.0,24.75,0.83,bending2
3,3,21.0,0.0,24.0,0.0,25.25,1.09,bending2
4,4,23.0,0.71,23.75,0.43,24.75,0.83,bending2
5,5,24.33,0.47,24.0,0.0,24.25,0.43,bending2
6,6,23.75,1.09,24.25,0.43,24.75,0.83,bending2
7,7,21.75,0.43,24.0,0.0,24.75,0.43,bending2
8,8,20.25,0.43,24.5,0.5,25.75,0.83,bending2
9,9,19.0,0.71,24.25,0.43,25.75,1.3,bending2
10,10,17.5,0.87,24.25,0.43,25.0,1.0,bending2
11,11,15.75,1.3,24.75,0.43,25.0,1.0,bending2
12,12,14.0,1.22,24.25,0.43,25.0,0.71,bending2
13,13,15.0,0.71,24.75,0.83,25.75,0.83,bending2
14,14,15.0,4.06,24.0,0.71,26.25,0.83,bending2
15,15,20.75,1.64,22.0,1.41,26.67,0.47,bending2
16,16,19.0,2.35,21.5,1.12,26.25,0.83,bending2
17,17,17.25,4.92,23.8,0.4,26.4,0.8,bending2
18,18,18.5,4.82,23.0,0.71,26.25,1.3,bending2
19,19,17.5,1.8,22.25,0.83,26.0,1.22,bending2
20,20,14.0,1.87,23.67,0.47,25.0,0.82,bending2
21,21,19.0,1.63,21.0,0.0,25.33,0.47,bending2
22,22,21.0,0.71,20.75,0.43,24.75,0.83,bending2
23,23,21.0,1.22,21.0,0.0,25.0,0.71,bending2
24,24,21.33,0.47,22.33,0.94,25.25,0.43,bending2
25,25,22.0,0.71,21.0,0.71,26.5,0.5,bending2
26,26,23.5,0.5,20.75,0.43,26.5,0.5,bending2
27,27,24.75,0.43,21.75,0.83,26.25,0.83,bending2
28,28,22.25,1.79,22.0,0.0,26.5,0.87,bending2
29,29,20.5,0.5,21.5,0.5,25.25,0.83,bending2
30,30,19.0,1.0,22.67,0.47,24.67,0.47,bending2
31,31,19.75,0.43,21.25,0.43,25.75,0.43,bending2
32,32,20.25,0.83,20.75,1.09,24.25,0.43,bending2
33,33,21.0,0.0,18.0,1.73,24.0,0.0,bending2
34,34,21.25,0.83,20.5,0.87,26.25,1.3,bending2
35,35,21.25,0.43,18.5,0.5,26.75,0.43,bending2
36,36,21.67,0.94,19.5,0.5,27.0,0.0,bending2
37,37,22.0,0.82,21.33,0.47,27.0,0.0,bending2
38,38,22.0,0.82,20.67,0.47,27.0,0.0,bending2
39,39,20.75,1.09,20.75,1.09,27.25,0.43,bending2
40,40,21.0,0.71,18.75,1.48,27.25,0.43,bending2
41,41,22.25,0.83,17.75,0.83,27.5,0.5,bending2
42,42,22.25,0.83,18.5,1.12,27.0,0.0,bending2
43,43,23.0,0.82,18.33,1.25,27.5,0.5,bending2
44,44,22.75,0.83,21.75,0.83,27.25,0.43,bending2
45,45,23.25,0.83,21.25,0.43,28.0,0.0,bending2
46,46,22.75,0.83,21.0,0.0,27.67,0.47,bending2
47,47,24.0,0.0,21.33,0.47,27.33,0.47,bending2
48,48,24.0,0.0,23.0,0.0,27.5,0.5,bending2
49,49,24.0,0.0,23.0,0.0,27.0,0.0,bending2
50,50,24.0,0.0,23.0,0.0,27.0,0.0,bending2
51,51,24.0,0.0,23.0,0.0,27.0,0.0,bending2
52,52,24.0,0.0,22.5,0.5,27.0,0.0,bending2
53,53,24.0,0.0,22.75,0.43,27.0,0.0,bending2
54,54,24.0,0.0,22.33,0.47,27.0,0.0,bending2
55,55,24.0,0.0,22.25,0.43,27.25,0.43,bending2
56,56,24.0,0.0,22.25,0.43,27.5,0.5,bending2
57,57,24.0,0.0,22.25,0.43,27.5,0.5,bending2
58,58,24.0,0.0,23.0,0.0,27.5,0.5,bending2
59,59,24.0,0.0,22.0,0.0,27.0,0.0,bending2
60,60,23.5,0.5,21.67,0.47,27.0,0.0,bending2
61,61,20.75,2.95,21.75,0.43,27.0,0.0,bending2
62,62,13.75,2.59,21.5,0.5,18.25,1.79,bending2
63,63,20.0,1.22,20.25,0.43,21.0,0.0,bending2
64,64,21.67,0.47,19.5,0.5,23.0,0.82,bending2
65,65,20.75,1.3,21.0,0.0,24.0,0.0,bending2
66,66,21.0,2.55,19.25,1.92,24.0,0.0,bending2
67,67,19.0,1.58,20.5,0.87,24.5,0.87,bending2
68,68,20.75,0.43,11.0,4.53,24.25,0.43,bending2
69,69,23.75,0.43,12.75,0.83,24.75,0.83,bending2
70,70,25.33,1.25,17.67,4.11,26.25,0.83,bending2
