,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,39.25,0.43,22.75,0.43,33.75,1.3,bending1
1,39.25,0.43,23.0,0.0,33.0,0.0,bending1
2,39.25,0.43,23.25,0.43,33.0,0.0,bending1
3,39.5,0.5,23.0,0.71,33.0,0.0,bending1
4,39.5,0.5,24.0,0.0,33.0,0.0,bending1
5,39.25,0.43,24.0,0.0,33.0,0.0,bending1
6,39.25,0.43,24.0,0.0,33.0,0.0,bending1
7,39.0,0.0,23.75,0.43,33.0,0.0,bending1
8,39.5,0.5,24.0,0.0,33.0,0.0,bending1
9,39.5,0.5,23.0,0.0,33.0,0.0,bending1
10,39.5,0.5,23.25,0.43,33.0,0.0,bending1
11,39.5,0.5,23.5,0.5,32.75,0.43,bending1
12,39.5,0.5,23.75,0.43,32.5,0.5,bending1
13,39.67,0.47,23.75,0.43,33.0,0.0,bending1
14,39.5,0.5,24.0,0.0,33.0,0.0,bending1
15,39.5,0.5,23.25,0.43,33.0,0.0,bending1
16,39.5,0.5,22.5,0.5,33.0,0.0,bending1
17,39.5,0.5,22.0,0.71,33.0,0.0,bending1
18,40.25,0.83,21.0,0.0,33.0,0.0,bending1
19,40.5,0.5,18.67,1.7,33.0,0.0,bending1
20,40.67,0.47,15.5,0.87,33.0,0.0,bending1
21,40.5,0.5,15.0,0.0,33.0,0.0,bending1
22,40.5,0.5,15.0,0.0,33.0,0.0,bending1
23,40.33,0.47,16.0,0.0,33.0,0.0,bending1
24,40.5,0.5,16.0,0.71,33.0,0.0,bending1
25,40.5,0.5,16.5,0.87,33.0,0.0,bending1
26,40.5,0.5,17.5,0.87,33.0,0.0,bending1
27,40.5,0.5,19.75,1.09,33.75,1.3,bending1
28,40.75,0.83,21.0,0.0,33.0,0.0,bending1
29,40.75,0.83,21.0,0.0,33.0,0.0,bending1
30,41.0,1.0,20.75,0.43,33.75,1.3,bending1
31,41.0,1.0,19.67,0.47,34.0,1.41,bending1
32,40.75,0.83,19.25,0.43,33.75,1.3,bending1
33,40.67,0.47,19.75,0.43,34.0,1.41,bending1
34,41.0,0.82,19.0,0.71,35.0,1.41,bending1
35,41.0,0.89,17.75,1.09,34.2,1.47,bending1
36,41.5,0.5,18.0,0.0,33.0,0.0,bending1
37,41.67,0.47,19.5,0.5,33.75,1.3,bending1
38,41.25,0.83,20.25,0.43,34.25,1.3,bending1
39,41.0,0.82,20.33,0.47,33.75,1.3,bending1
40,41.5,0.5,21.0,0.0,33.75,1.3,bending1
41,41.5,0.5,19.25,1.3,33.0,0.0,bending1
42,41.5,0.5,17.75,0.83,34.5,1.5,bending1
43,41.5,0.5,19.0,0.71,35.25,1.3,bending1
44,41.5,0.5,15.5,2.18,33.0,0.0,bending1
45,41.75,0.43,15.0,0.0,33.5,0.87,bending1
46,41.75,0.43,14.75,0.43,33.0,0.0,bending1
47,41.75,0.43,11.75,0.43,33.75,1.3,bending1
48,41.75,0.43,13.75,1.09,34.5,1.5,bending1
49,41.5,0.5,13.5,1.5,33.75,1.3,bending1
50,41.5,0.5,13.33,1.25,33.0,0.0,bending1
51,41.5,0.5,16.25,1.3,33.0,0.0,bending1
52,41.75,0.43,17.75,0.43,32.5,0.5,bending1
53,41.75,0.43,16.0,0.71,33.0,0.0,bending1
54,42.0,0.0,15.0,1.0,33.0,0.0,bending1
55,42.0,0.0,13.5,1.12,33.0,0.0,bending1
56,41.75,0.43,13.0,1.22,33.0,0.0,bending1
57,41.75,0.43,13.25,1.09,33.0,0.0,bending1
58,41.5,0.5,12.25,0.43,33.0,0.0,bending1
59,41.67,0.47,13.0,1.0,33.0,0.0,bending1
60,41.5,0.5,12.5,0.87,33.0,0.0,bending1
61,41.5,0.5,14.5,0.5,32.75,0.43,bending1
62,41.33,0.47,14.67,2.49,33.75,1.3,bending1
63,41.5,0.5,17.5,1.5,33.0,0.0,bending1
64,41.5,0.5,16.5,1.12,33.75,1.3,bending1
65,41.75,0.43,15.25,1.09,33.0,0.0,bending1
66,42.0,0.0,15.75,0.83,33.0,0.0,bending1
67,41.75,0.43,15.75,0.43,33.0,0.0,bending1
68,42.0,0.0,15.0,0.0,33.0,0.0,bending1
69,41.75,0.43,15.33,0.47,33.0,0.0,bending1
70,42.0,0.0,4.0,0.0,33.0,0.0,bending1
71,41.75,0.43,9.5,1.8,33.0,0.0,bending1
72,42.0,0.0,10.67,0.47,33.0,0.0,bending1
73,41.5,0.5,13.0,1.0,33.75,1.3,bending1
74,41.5,0.5,9.0,2.16,33.0,0.0,bending1
75,41.75,0.43,13.5,0.87,33.0,0.0,bending1
76,42.0,0.0,13.5,7.23,33.0,0.0,bending1
77,41.75,0.43,10.0,3.08,33.0,0.0,bending1
78,41.67,0.47,16.33,2.62,33.75,1.3,bending1
79,42.0,0.0,13.5,0.87,33.0,0.0,bending1
80,41.75,0.43,13.0,0.71,33.0,0.0,bending1
81,42.0,0.0,9.25,2.68,33.0,0.0,bending1
82,42.0,0.0,13.75,2.17,33.0,0.0,bending1
83,42.0,0.0,18.0,1.22,33.75,1.3,bending1
84,42.0,0.0,18.25,0.43,35.25,1.3,bending1
85,42.0,0.0,18.0,0.0,36.0,0.0,bending1
86,42.0,0.0,17.0,0.82,36.0,0.0,bending1
87,42.0,0.0,16.0,0.71,33.75,1.3,bending1
88,42.0,0.0,16.5,1.12,35.0,1.41,bending1
89,42.0,0.0,15.75,0.83,33.75,1.3,bending1
90,42.0,0.0,18.0,0.0,33.75,1.3,bending1
91,42.0,0.0,18.0,0.0,34.75,1.09,bending1
92,42.0,0.0,18.0,0.0,35.0,1.22,bending1
93,42.0,0.0,18.0,0.0,34.5,1.5,bending1
94,42.0,0.0,18.0,0.0,33.67,0.94,bending1
95,42.0,0.0,19.5,0.5,35.25,1.3,bending1
96,42.0,0.0,18.0,0.0,35.75,0.43,bending1
97,42.0,0.0,18.0,0.0,35.0,1.41,bending1
98,42.0,0.0,18.0,0.0,35.0,1.41,bending1
99,42.0,0.0,18.0,0.0,35.25,1.3,bending1
100,42.0,0.0,18.0,0.0,36.0,0.0,bending1
101,42.0,0.0,18.75,0.83,35.25,1.3,bending1
102,42.0,0.0,20.25,0.43,35.0,1.22,bending1
103,42.0,0.0,20.25,0.43,34.25,1.3,bending1
104,42.0,0.0,19.5,0.5,35.75,0.43,bending1
105,42.0,0.0,18.75,0.43,35.0,1.22,bending1
106,42.0,0.0,18.0,0.0,35.0,1.41,bending1
107,42.0,0.0,18.0,0.0,34.0,1.41,bending1
108,42.0,0.0,18.0,0.0,35.25,1.3,bending1
109,42.0,0.0,18.0,0.0,35.25,1.3,bending1
110,42.0,0.0,18.0,0.0,35.25,1.3,bending1
111,42.0,0.0,17.75,0.43,36.0,0.0,bending1
112,42.33,0.47,17.5,0.5,35.0,1.41,bending1
113,42.0,0.0,17.67,0.47,36.0,0.0,bending1
114,42.0,0.0,18.0,0.0,35.25,1.3,bending1
115,42.0,0.0,18.0,0.0,34.5,1.5,bending1
116,42.0,0.0,19.0,0.71,33.75,1.3,bending1
117,42.0,0.0,20.0,0.0,33.75,1.3,bending1
118,42.0,0.0,20.0,0.71,35.0,1.22,bending1
119,42.0,0.0,19.0,0.0,33.67,0.94,bending1
120,42.0,0.0,20.4,0.8,35.4,1.2,bending1
121,42.0,0.0,21.0,0.0,36.0,0.0,bending1
122,42.0,0.0,20.6,0.49,35.4,1.2,bending1
123,42.0,0.0,19.33,0.47,34.0,1.41,bending1
124,42.0,0.0,19.5,0.5,35.75,0.43,bending1
125,42.0,0.0,19.75,0.43,35.0,1.41,bending1
126,42.0,0.0,19.5,0.5,34.5,1.5,bending1
127,42.0,0.0,20.5,0.5,33.75,1.3,bending1
128,42.0,0.0,20.67,0.47,34.5,1.5,bending1
129,42.0,0.0,20.25,0.43,34.5,1.5,bending1
130,42.0,0.0,20.0,0.0,35.25,1.3,bending1
131,42.0,0.0,19.75,0.43,33.75,1.3,bending1
132,42.0,0.0,19.25,0.43,35.25,1.3,bending1
133,42.0,0.0,19.0,0.0,36.0,0.0,bending1
134,42.0,0.0,18.5,0.5,35.25,1.3,bending1
135,42.0,0.0,18.75,0.43,35.25,1.3,bending1
136,42.0,0.0,20.0,0.0,36.0,0.0,bending1
137,42.0,0.0,20.33,0.47,35.33,0.94,bending1
138,42.0,0.0,21.0,0.0,35.0,1.41,bending1
139,42.0,0.0,21.0,0.0,35.0,1.22,bending1
140,42.0,0.0,21.0,0.0,34.5,1.5,bending1
141,42.0,0.0,21.0,0.0,35.25,1.3,bending1
142,42.0,0.0,20.5,0.5,35.0,1.41,bending1
143,42.0,0.0,21.0,0.0,36.0,0.0,bending1
144,42.0,0.0,20.5,0.5,36.0,0.0,bending1
145,42.0,0.0,20.25,0.43,34.75,1.3,bending1
146,42.0,0.0,19.75,0.43,36.0,0.0,bending1
147,42.0,0.0,19.5,0.5,35.25,1.3,bending1
148,42.0,0.0,19.75,0.43,36.0,0.0,bending1
149,42.0,0.0,19.5,0.5,35.25,1.3,bending1
150,42.0,0.0,20.0,0.71,36.0,0.0,bending1
151,42.0,0.0,20.0,0.0,36.0,0.0,bending1
152,42.0,0.0,19.33,0.47,35.0,1.41,bending1
153,42.0,0.0,21.0,0.0,33.0,0.0,bending1
154,41.0,1.22,22.5,1.12,33.5,0.87,bending1
155,39.0,0.82,24.0,0.0,33.0,0.0,bending1
156,39.0,0.0,24.0,0.0,33.0,0.0,bending1
157,39.0,0.0,24.0,0.0,33.0,0.0,bending1
158,39.0,0.0,24.0,0.0,35.75,0.43,bending1
159,38.75,0.43,24.0,0.0,35.25,1.3,bending1
160,38.75,0.43,24.0,0.0,35.25,1.3,bending1
