,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
0,44.33,0.47,23.75,0.43,30.0,0.0,bending1
1,44.5,0.5,24.0,0.0,30.25,0.43,bending1
2,44.0,0.71,24.0,0.0,30.5,0.5,bending1
3,43.0,0.71,21.75,1.3,31.5,1.12,bending1
4,42.75,0.43,25.0,2.24,35.25,1.3,bending1
5,42.25,0.43,28.0,0.71,35.25,1.3,bending1
6,42.0,0.0,27.33,0.47,34.25,1.3,bending1
7,42.0,0.0,27.0,0.71,33.5,0.87,bending1
8,42.0,0.0,27.5,0.5,35.25,1.3,bending1
9,42.0,0.0,24.5,1.5,32.25,1.3,bending1
10,42.5,0.5,20.25,1.09,30.75,0.83,bending1
11,42.25,0.43,23.0,1.73,31.75,0.83,bending1
12,42.75,0.43,24.0,0.0,32.33,0.47,bending1
13,41.0,0.82,19.0,1.58,31.33,0.47,bending1
14,40.5,0.5,20.5,0.5,31.0,0.71,bending1
15,41.0,0.71,20.5,0.5,32.75,0.43,bending1
16,42.0,0.0,21.0,0.82,33.0,0.0,bending1
17,42.5,0.5,22.0,0.71,33.0,0.0,bending1
18,42.0,0.0,23.75,0.43,33.0,0.0,bending1
19,41.5,0.5,23.75,0.43,31.0,0.71,bending1
20,40.5,1.12,19.0,1.87,30.0,0.0,bending1
21,37.0,1.22,13.75,0.43,30.0,0.0,bending1
22,36.0,0.0,14.0,0.82,30.0,0.0,bending1
23,37.2,1.17,11.75,0.43,30.0,0.0,bending1
24,40.0,1.0,18.75,2.49,30.0,0.0,bending1
25,42.75,0.83,24.0,0.0,31.0,0.89,bending1
26,45.0,0.0,24.0,0.0,30.67,0.47,bending1
27,45.0,0.0,24.0,0.0,30.0,0.0,bending1
28,45.0,0.0,24.0,0.0,30.33,0.47,bending1
29,43.25,0.83,24.0,0.0,31.5,0.5,bending1
30,41.33,0.94,22.0,1.63,29.75,0.43,bending1
31,39.0,0.0,12.33,2.49,28.0,0.71,bending1
32,38.6,0.49,3.6,1.96,26.75,0.43,bending1
33,39.0,0.0,3.0,1.41,26.5,0.5,bending1
34,40.0,0.71,11.25,3.03,27.0,0.0,bending1
35,41.67,0.47,21.0,1.63,28.25,0.83,bending1
36,42.6,0.8,24.0,0.0,30.0,0.0,bending1
37,44.0,0.0,24.0,0.0,30.0,0.0,bending1
38,44.5,0.5,23.5,0.5,30.0,0.0,bending1
39,43.75,0.83,23.75,0.43,30.25,0.43,bending1
40,42.75,0.83,24.0,0.0,29.75,0.43,bending1
41,41.25,0.83,19.25,3.03,28.5,0.5,bending1
42,40.0,0.82,7.33,3.68,28.0,1.0,bending1
43,39.2,0.4,8.6,3.2,27.0,0.58,bending1
44,39.25,0.43,8.25,1.92,27.0,0.0,bending1
45,40.0,0.71,11.33,2.49,27.0,0.0,bending1
46,42.0,0.0,20.0,2.24,28.25,0.43,bending1
47,42.75,0.83,24.0,0.0,29.75,0.43,bending1
48,44.25,0.43,24.0,0.0,30.0,0.0,bending1
49,44.5,0.5,23.75,0.43,30.0,0.0,bending1
50,44.25,0.83,24.0,0.0,30.0,0.0,bending1
51,42.67,0.94,24.0,0.0,30.0,0.0,bending1
52,41.25,0.83,19.75,2.59,28.25,1.09,bending1
53,39.67,0.47,10.33,1.25,27.25,0.43,bending1
54,39.0,0.0,12.25,0.83,27.0,0.0,bending1
55,39.0,0.0,11.25,0.43,27.0,0.0,bending1
56,41.5,0.5,16.25,3.7,27.5,0.5,bending1
57,42.0,0.0,23.75,0.43,29.75,0.43,bending1
58,44.0,0.71,24.0,0.0,30.0,0.0,bending1
59,44.5,0.5,24.0,0.0,30.0,0.0,bending1
60,44.0,0.71,24.0,0.0,30.0,0.0,bending1
61,42.5,0.87,23.67,0.47,29.0,0.82,bending1
62,41.25,0.83,15.5,2.87,27.5,0.5,bending1
63,39.75,0.83,15.33,1.7,27.0,0.0,bending1
64,39.0,0.0,18.0,0.0,26.5,0.5,bending1
65,40.0,0.71,14.5,1.66,27.25,0.43,bending1
66,41.5,0.5,16.5,3.2,28.5,0.5,bending1
67,42.33,0.47,24.0,0.0,30.0,0.0,bending1
68,43.67,0.47,24.0,0.0,30.0,0.0,bending1
69,44.6,0.49,24.0,0.0,30.0,0.0,bending1
70,43.5,0.5,24.5,0.5,30.0,0.0,bending1
71,42.0,0.0,21.75,2.49,30.0,0.0,bending1
72,38.33,0.94,9.0,1.63,29.0,1.22,bending1
73,37.0,1.22,11.0,1.0,27.5,0.5,bending1
74,36.25,0.43,11.25,1.3,28.5,0.5,bending1
75,39.0,0.0,11.25,5.21,30.0,0.0,bending1
76,41.75,0.43,23.25,1.3,30.0,0.0,bending1
77,44.25,0.43,23.75,0.43,29.5,0.87,bending1
78,45.0,0.0,24.0,0.0,28.0,0.71,bending1
79,44.75,0.43,23.75,0.43,29.5,0.5,bending1
80,43.25,0.83,23.5,0.87,30.0,0.0,bending1
81,41.0,1.22,23.33,0.94,30.0,0.0,bending1
82,38.0,1.58,15.0,3.32,28.25,0.83,bending1
83,36.33,0.47,8.0,1.22,27.33,0.47,bending1
84,37.5,1.12,11.0,1.22,26.75,0.43,bending1
